hospital_id,hospital_name,te_input_crs,te_input_vrs,te_input_nirs,te_output_crs,te_output_vrs,te_output_nirs,te_directional_crs,te_directional_vrs,te_directional_nirs,te_input_region_crs,te_input_region_vrs,te_input_region_nirs,te_output_region_crs,te_output_region_vrs,te_output_region_nirs,te_directional_region_crs,te_directional_region_vrs,te_directional_region_nirs,te_input_grd_crs,te_input_grd_vrs,te_input_grd_nirs,te_output_grd_crs,te_output_grd_vrs,te_output_grd_nirs,te_directional_grd_crs,te_directional_grd_vrs,te_directional_grd_nirs
106103,Hospital Claudio Vicuña,0.98,1.0,0.98,1.02,1.0,1.02,0.01,0.0,0.01,0.848,1.0,1.0,1.179,1.0,1.0,0.082,0.0,0.0,0.865,0.999,0.865,1.156,1.003,1.156,0.072,0.001,0.072
107100,Hospital Dr. Gustavo Fricke,0.63,0.708,0.708,1.587,1.318,1.318,0.227,0.153,0.153,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.849,0.926,0.926,1.177,1.075,1.075,0.081,0.037,0.037
107101,Hospital de Quillota,0.832,0.835,0.832,1.201,1.2,1.201,0.091,0.091,0.091,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.793,0.797,0.797,1.262,1.25,1.25,0.116,0.112,0.112
107102,Hospital de Quilpué,0.58,0.713,0.58,1.724,1.706,1.724,0.266,0.22,0.266,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.577,0.735,0.577,1.734,1.702,1.734,0.268,0.199,0.268
108100,Hospital San Camilo de San Felipe,0.943,0.958,0.958,1.06,1.039,1.039,0.029,0.02,0.02,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.976,0.98,0.98,1.025,1.019,1.019,0.012,0.01,0.01
108101,Hospital San Juan de Dios (Los Andes),1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.481,0.499,0.481,2.078,2.064,2.078,0.35,0.341,0.35,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
109100,Hospital San José,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.988,0.989,0.988,1.012,1.013,1.013,0.006,0.006,0.006,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
109101,Hospital Roberto del Río,0.348,0.36,0.348,2.877,2.591,2.591,0.484,0.483,0.483,0.723,0.745,0.723,1.383,1.364,1.364,0.161,0.157,0.161,0.415,0.466,0.415,2.412,2.042,2.042,0.414,0.408,0.414
110100,Hospital San Juan de Dios (Santiago),0.799,0.985,0.985,1.252,1.012,1.013,0.112,0.007,0.007,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.898,1.0,1.0,1.113,1.0,1.0,0.053,0.0,0.0
110120,Hospital Félix Bulnes Cerda,0.618,0.653,0.653,1.617,1.372,1.372,0.236,0.185,0.185,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.654,0.687,0.687,1.529,1.365,1.365,0.209,0.168,0.168
110150,Hospital de Melipilla,0.696,0.77,0.696,1.436,1.434,1.434,0.179,0.177,0.179,0.758,0.77,0.77,1.319,1.266,1.266,0.138,0.123,0.123,0.668,0.77,0.668,1.498,1.491,1.498,0.199,0.177,0.199
111100,Hospital Clínico San Borja Arriarán,0.634,0.803,0.803,1.578,1.132,1.132,0.224,0.08,0.08,0.92,1.0,1.0,1.087,1.0,1.0,0.042,0.0,0.0,0.706,0.798,0.798,1.417,1.125,1.125,0.173,0.079,0.079
111101,Hospital El Carmen de Maipú,0.53,0.586,0.586,1.885,1.515,1.515,0.307,0.233,0.233,0.672,0.735,0.672,1.488,1.43,1.488,0.196,0.164,0.196,0.554,0.612,0.612,1.804,1.487,1.487,0.287,0.216,0.216
111195,Hospital de Urgencia Asistencia Pública,0.339,0.339,0.339,2.95,2.275,2.275,0.494,0.494,0.494,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.356,0.356,0.356,2.813,2.217,2.217,0.475,0.459,0.459
112100,Hospital Del Salvador de Santiago,0.574,0.587,0.574,1.743,1.615,1.615,0.271,0.269,0.271,0.612,0.715,0.612,1.635,1.519,1.635,0.241,0.184,0.241,0.597,0.598,0.598,1.674,1.612,1.612,0.252,0.251,0.251
112101,Hospital Santiago Oriente Luis Tisne,0.996,1.0,1.0,1.004,1.0,1.0,0.002,0.0,0.0,0.654,1.0,0.654,1.528,1.0,1.528,0.209,0.0,0.209,0.944,0.952,0.952,1.059,1.044,1.044,0.029,0.023,0.023
112102,Hospital Luis Calvo Mackena,0.516,0.519,0.516,1.937,1.895,1.895,0.319,0.318,0.319,0.327,1.0,0.327,3.057,1.0,3.057,0.507,0.0,0.507,0.718,0.72,0.718,1.392,1.347,1.347,0.164,0.156,0.156
112103,Hospital del Tórax,0.481,0.818,0.481,2.081,2.075,2.081,0.351,0.182,0.351,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.787,0.924,0.787,1.271,1.167,1.271,0.119,0.055,0.119
112104,Instituto de Neurocirugía,0.285,0.9,0.285,3.511,3.029,3.511,0.557,0.1,0.557,0.583,0.706,0.583,1.715,1.676,1.715,0.263,0.212,0.263,0.456,0.9,0.456,2.191,1.772,2.191,0.373,0.1,0.373
113100,Hospital Barros Luco Trudeau,0.705,1.0,1.0,1.418,1.0,1.0,0.173,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.743,1.0,1.0,1.346,1.0,1.0,0.147,0.0,0.0
113130,Hospital Exequiel González Cortés,0.426,0.542,0.426,2.345,2.316,2.316,0.402,0.394,0.402,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.557,0.657,0.557,1.794,1.778,1.794,0.284,0.243,0.284
113180,Hospital Sanatorio El Pino,0.808,0.83,0.83,1.237,1.153,1.153,0.106,0.081,0.081,0.955,0.96,0.955,1.047,1.042,1.047,0.023,0.021,0.023,0.791,0.819,0.819,1.264,1.168,1.168,0.117,0.087,0.087
114101,Hospital Sótero del Río,0.7,1.0,1.0,1.43,1.0,1.0,0.177,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.831,1.0,1.0,1.203,1.0,1.0,0.092,0.0,0.0
114103,Hospital Padre Alberto Hurtado,0.743,0.839,0.839,1.345,1.149,1.149,0.147,0.077,0.077,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.716,0.802,0.802,1.397,1.202,1.202,0.166,0.101,0.101
115100,Hospital de Rancagua,0.544,0.592,0.592,1.838,1.504,1.504,0.295,0.227,0.227,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.641,0.699,0.699,1.56,1.368,1.368,0.219,0.165,0.165
115107,Hospital San Fernando,0.857,0.928,0.857,1.166,1.136,1.166,0.077,0.052,0.077,0.716,1.0,1.0,1.396,1.0,1.0,0.165,0.0,0.0,0.861,0.958,0.861,1.161,1.09,1.161,0.074,0.029,0.074
116100,Hospital de Curicó,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.997,1.0,1.0,1.003,1.0,1.0,0.001,0.0,0.0
116105,Hospital de Talca,0.653,0.751,0.751,1.531,1.259,1.259,0.21,0.129,0.129,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.741,0.889,0.889,1.349,1.104,1.104,0.149,0.053,0.053
116108,Hospital de Linares,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
117101,Hospital de Chillán,0.621,0.711,0.711,1.61,1.237,1.237,0.234,0.131,0.131,0.714,1.0,1.0,1.4,1.0,1.0,0.167,0.0,0.0,0.654,0.721,0.721,1.529,1.258,1.258,0.209,0.134,0.134
117102,Hospital de San Carlos,0.854,0.967,0.854,1.171,1.125,1.171,0.079,0.026,0.079,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.854,0.967,0.854,1.171,1.125,1.171,0.079,0.026,0.079
118100,Hospital Guillermo Grant Benavente,0.606,1.0,1.0,1.65,1.0,1.0,0.245,0.0,0.0,0.879,1.0,1.0,1.138,1.0,1.0,0.065,0.0,0.0,0.756,1.0,1.0,1.323,1.0,1.0,0.139,0.0,0.0
118105,Hospital de Coronel,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.919,1.0,1.0,1.088,1.0,1.0,0.042,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
119100,Hospital de Las Higueras,0.705,0.815,0.815,1.418,1.174,1.174,0.173,0.09,0.09,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.776,0.842,0.842,1.289,1.16,1.16,0.126,0.081,0.081
120101,Hospital de Los Ángeles,0.73,0.904,0.904,1.369,1.085,1.085,0.156,0.045,0.045,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.731,0.803,0.803,1.368,1.206,1.206,0.156,0.101,0.101
121109,Hospital de Temuco,0.766,1.0,1.0,1.305,1.0,1.0,0.132,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.909,1.0,1.0,1.1,1.0,1.0,0.048,0.0,0.0
122100,Hospital de Valdivia,0.717,0.837,0.837,1.394,1.155,1.155,0.165,0.08,0.08,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.792,0.853,0.853,1.263,1.159,1.159,0.116,0.077,0.077
123100,Hospital de Osorno,0.613,0.623,0.623,1.631,1.425,1.425,0.24,0.208,0.208,0.947,0.989,0.947,1.056,1.019,1.056,0.027,0.007,0.027,0.645,0.662,0.662,1.55,1.381,1.381,0.216,0.183,0.183
124105,Hospital de Puerto Montt,0.568,0.708,0.708,1.761,1.316,1.316,0.276,0.152,0.152,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.651,0.729,0.729,1.537,1.317,1.317,0.212,0.148,0.148
125100,Hospital de Coyhaique,0.421,0.422,0.421,2.373,1.74,1.74,0.407,0.328,0.328,,,,,,,,,,0.416,0.417,0.416,2.403,1.756,1.756,0.412,0.337,0.337
126100,Hospital Regional de Punta Arenas,0.431,0.437,0.431,2.319,1.941,1.941,0.397,0.388,0.388,,,,,,,,,,0.511,0.518,0.511,1.958,1.814,1.814,0.324,0.311,0.311
129100,Hospital de Angol,0.668,0.773,0.668,1.496,1.489,1.496,0.199,0.164,0.199,,,,,,,,,,0.631,0.774,0.631,1.586,1.577,1.577,0.227,0.177,0.227
129106,Hospital de Victoria,0.587,0.712,0.587,1.704,1.686,1.704,0.26,0.22,0.26,,,,,,,,,,0.556,0.723,0.556,1.799,1.757,1.799,0.286,0.213,0.286
133150,Hospital de Castro,0.501,0.579,0.501,1.995,1.88,1.88,0.332,0.313,0.332,,,,,,,,,,0.561,0.656,0.561,1.783,1.769,1.769,0.281,0.249,0.281
