hospital_id,hospital_name,te_input_crs,te_input_vrs,te_input_nirs,te_output_crs,te_output_vrs,te_output_nirs,te_directional_crs,te_directional_vrs,te_directional_nirs,te_input_region_crs,te_input_region_vrs,te_input_region_nirs,te_output_region_crs,te_output_region_vrs,te_output_region_nirs,te_directional_region_crs,te_directional_region_vrs,te_directional_region_nirs,te_input_grd_crs,te_input_grd_vrs,te_input_grd_nirs,te_output_grd_crs,te_output_grd_vrs,te_output_grd_nirs,te_directional_grd_crs,te_directional_grd_vrs,te_directional_grd_nirs
106103,Hospital Claudio Vicuña,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.987,1.0,1.0,1.014,1.0,1.0,0.007,0.0,0.0,0.929,1.0,0.929,1.076,1.0,1.076,0.037,0.0,0.037
107100,Hospital Dr. Gustavo Fricke,0.609,0.683,0.683,1.643,1.375,1.375,0.243,0.177,0.177,0.681,0.938,0.681,1.467,1.466,1.466,0.189,0.056,0.189,0.864,0.909,0.909,1.158,1.097,1.097,0.073,0.047,0.047
107101,Hospital de Quillota,0.984,0.993,0.993,1.016,1.007,1.007,0.008,0.004,0.004,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.963,0.97,0.97,1.039,1.03,1.03,0.019,0.015,0.015
107102,Hospital de Quilpué,0.627,0.708,0.627,1.596,1.576,1.576,0.229,0.219,0.229,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.627,0.704,0.627,1.596,1.576,1.576,0.229,0.219,0.229
108100,Hospital San Camilo de San Felipe,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
108101,Hospital San Juan de Dios (Los Andes),1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.613,0.613,0.613,1.632,1.579,1.579,0.24,0.233,0.233,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
109100,Hospital San José,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.977,0.982,0.977,1.023,1.02,1.023,0.011,0.009,0.011,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
109101,Hospital Roberto del Río,0.395,0.395,0.395,2.533,2.12,2.12,0.434,0.429,0.429,0.65,0.66,0.66,1.539,1.47,1.47,0.212,0.203,0.203,0.468,0.496,0.468,2.136,1.835,1.835,0.362,0.362,0.362
110100,Hospital San Juan de Dios (Santiago),0.767,0.947,0.947,1.303,1.037,1.037,0.132,0.022,0.022,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.917,1.0,1.0,1.091,1.0,1.0,0.043,0.0,0.0
110120,Hospital Félix Bulnes Cerda,0.563,0.567,0.567,1.777,1.554,1.554,0.28,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.585,0.593,0.593,1.709,1.581,1.581,0.262,0.24,0.24
110150,Hospital de Melipilla,0.818,1.0,0.818,1.222,1.0,1.222,0.1,0.0,0.1,0.265,0.333,0.265,3.774,3.738,3.738,0.581,0.563,0.581,0.75,1.0,0.75,1.333,1.0,1.333,0.143,0.0,0.143
111100,Hospital Clínico San Borja Arriarán,0.615,0.713,0.713,1.625,1.196,1.196,0.238,0.153,0.153,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.696,0.739,0.739,1.437,1.192,1.192,0.179,0.141,0.141
111101,Hospital El Carmen de Maipú,0.248,0.333,0.248,4.039,3.738,3.738,0.603,0.589,0.603,0.781,0.824,0.781,1.28,1.243,1.28,0.123,0.102,0.123,0.258,0.352,0.258,3.882,3.757,3.757,0.59,0.564,0.59
111195,Hospital de Urgencia Asistencia Pública,0.279,0.28,0.28,3.584,2.765,2.765,0.564,0.549,0.549,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.337,0.342,0.337,2.966,2.297,2.297,0.496,0.467,0.467
112100,Hospital Del Salvador de Santiago,0.662,0.709,0.709,1.511,1.349,1.349,0.203,0.159,0.159,0.563,0.676,0.563,1.776,1.636,1.776,0.279,0.215,0.279,0.907,0.956,0.956,1.102,1.044,1.044,0.049,0.022,0.022
112101,Hospital Santiago Oriente Luis Tisne,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.608,0.951,0.608,1.646,1.086,1.646,0.244,0.031,0.244,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
112102,Hospital Luis Calvo Mackena,0.525,0.552,0.525,1.904,1.891,1.891,0.311,0.305,0.311,0.242,0.889,0.242,4.131,3.258,4.131,0.61,0.111,0.61,0.715,0.715,0.715,1.399,1.366,1.366,0.166,0.16,0.16
112103,Hospital del Tórax,0.42,0.893,0.42,2.379,2.379,2.379,0.408,0.103,0.408,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.785,0.95,0.785,1.275,1.187,1.275,0.121,0.04,0.121
112104,Instituto de Neurocirugía,0.216,0.889,0.216,4.62,4.167,4.62,0.644,0.111,0.644,0.752,0.754,0.752,1.33,1.321,1.321,0.142,0.141,0.142,0.45,0.889,0.45,2.22,1.939,2.22,0.379,0.111,0.379
113100,Hospital Barros Luco Trudeau,0.611,0.785,0.785,1.638,1.033,1.033,0.242,0.03,0.03,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.723,0.85,0.85,1.384,1.033,1.033,0.161,0.03,0.03
113130,Hospital Exequiel González Cortés,0.51,0.59,0.51,1.962,1.872,1.872,0.325,0.324,0.324,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.641,0.688,0.641,1.561,1.553,1.561,0.219,0.2,0.219
113180,Hospital Sanatorio El Pino,0.85,0.902,0.902,1.176,1.072,1.072,0.081,0.042,0.042,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.829,0.842,0.842,1.206,1.166,1.166,0.093,0.081,0.081
114101,Hospital Sótero del Río,0.746,1.0,1.0,1.341,1.0,1.0,0.146,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.925,1.0,1.0,1.081,1.0,1.0,0.039,0.0,0.0
114103,Hospital Padre Alberto Hurtado,0.773,0.875,0.875,1.294,1.107,1.107,0.128,0.058,0.058,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.755,0.788,0.788,1.324,1.239,1.239,0.14,0.114,0.114
115100,Hospital de Rancagua,0.573,0.608,0.608,1.745,1.498,1.498,0.271,0.224,0.224,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.71,0.746,0.746,1.408,1.314,1.314,0.169,0.14,0.14
115107,Hospital San Fernando,0.851,0.921,0.851,1.176,1.152,1.176,0.081,0.054,0.081,0.685,1.0,1.0,1.46,1.0,1.0,0.187,0.0,0.0,0.839,0.933,0.839,1.191,1.151,1.191,0.087,0.049,0.087
116100,Hospital de Curicó,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
116105,Hospital de Talca,0.658,0.737,0.737,1.519,1.22,1.22,0.206,0.123,0.123,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.782,0.83,0.83,1.279,1.14,1.14,0.122,0.078,0.078
116108,Hospital de Linares,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
117101,Hospital de Chillán,0.691,0.812,0.812,1.448,1.147,1.147,0.183,0.083,0.083,0.876,1.0,1.0,1.142,1.0,1.0,0.066,0.0,0.0,0.74,0.8,0.8,1.352,1.172,1.172,0.15,0.092,0.092
117102,Hospital de San Carlos,0.87,1.0,0.87,1.15,1.0,1.15,0.07,0.0,0.07,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.87,1.0,0.87,1.15,1.0,1.15,0.07,0.0,0.07
118100,Hospital Guillermo Grant Benavente,0.627,1.0,1.0,1.595,1.0,1.0,0.229,0.0,0.0,0.904,1.0,1.0,1.106,1.0,1.0,0.051,0.0,0.0,0.768,1.0,1.0,1.301,1.0,1.0,0.131,0.0,0.0
118105,Hospital de Coronel,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.946,1.0,1.0,1.057,1.0,1.0,0.028,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
119100,Hospital de Las Higueras,0.716,0.811,0.811,1.396,1.177,1.177,0.165,0.091,0.091,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.837,0.881,0.881,1.195,1.126,1.126,0.089,0.061,0.061
120101,Hospital de Los Ángeles,0.756,0.895,0.895,1.324,1.096,1.096,0.139,0.05,0.05,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.777,0.821,0.821,1.287,1.204,1.204,0.125,0.095,0.095
121109,Hospital de Temuco,0.779,0.984,0.984,1.283,1.014,1.014,0.124,0.008,0.008,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.94,1.0,1.0,1.064,1.0,1.0,0.031,0.0,0.0
122100,Hospital de Valdivia,0.698,0.78,0.78,1.432,1.214,1.214,0.178,0.108,0.108,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.778,0.829,0.829,1.286,1.19,1.19,0.125,0.09,0.09
123100,Hospital de Osorno,0.601,0.646,0.646,1.664,1.302,1.302,0.249,0.163,0.163,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.641,0.677,0.677,1.559,1.295,1.295,0.219,0.154,0.154
124105,Hospital de Puerto Montt,0.56,0.63,0.63,1.786,1.445,1.445,0.282,0.202,0.202,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.644,0.668,0.668,1.552,1.465,1.465,0.216,0.194,0.194
125100,Hospital de Coyhaique,0.406,0.419,0.406,2.463,1.974,1.974,0.422,0.403,0.403,,,,,,,,,,0.432,0.453,0.432,2.314,1.881,1.881,0.396,0.375,0.375
126100,Hospital Regional de Punta Arenas,0.429,0.432,0.429,2.329,1.886,1.886,0.399,0.386,0.386,,,,,,,,,,0.474,0.478,0.474,2.109,1.9,1.9,0.357,0.351,0.351
129100,Hospital de Angol,0.689,0.789,0.689,1.451,1.423,1.451,0.184,0.155,0.184,,,,,,,,,,0.648,0.8,0.648,1.543,1.491,1.543,0.214,0.156,0.214
129106,Hospital de Victoria,0.599,0.712,0.599,1.668,1.636,1.636,0.251,0.229,0.251,,,,,,,,,,0.627,0.74,0.627,1.596,1.581,1.581,0.229,0.198,0.229
133150,Hospital de Castro,0.571,0.615,0.571,1.75,1.65,1.65,0.273,0.273,0.273,,,,,,,,,,0.601,0.661,0.601,1.663,1.612,1.612,0.249,0.238,0.249
