hospital_id,hospital_name,year,te_input_crs,te_input_vrs,te_input_nirs,te_output_crs,te_output_vrs,te_output_nirs,te_input_crs_grd,te_input_vrs_grd,te_input_nirs_grd,te_output_crs_grd,te_output_vrs_grd,te_output_nirs_grd,te_input_crs_region,te_input_vrs_region,te_input_nirs_region,te_output_crs_region,te_output_vrs_region,te_output_nirs_region
107100,Hospital Dr. Gustavo Fricke,2018,0.94,0.94,0.94,0.94,0.94,0.94,1.02,1.04,1.02,1.0,0.99,0.97,1.1,1.1,1.1,1.1,1.1,1.1
107101,Hospital de Quillota,2018,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.04,1.05,1.06,1.02,1.02,1.02,1.02,1.02,1.02
107102,Hospital de Quilpué,2018,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.89,0.89,0.89,0.89,0.89,0.89
108100,Hospital San Camilo de San Felipe,2018,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,1.02,1.02,1.02,1.02,1.02,1.02
108101,Hospital San Juan de Dios (Los Andes),2018,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,1.1,1.1,1.1,1.1,1.1,1.1
109100,Hospital San José,2018,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,0.9,0.9,0.9,0.9,0.9,0.9
109101,Hospital Roberto del Río,2018,1.02,1.02,1.02,1.02,1.02,1.02,0.99,0.99,0.99,0.99,0.99,0.99,0.49,0.49,0.49,0.49,0.49,0.49
110100,Hospital San Juan de Dios (Santiago),2018,1.11,1.11,1.11,1.11,1.11,1.11,1.13,1.13,1.13,1.13,1.13,1.13,1.1,1.1,1.1,1.1,1.1,1.1
110120,Hospital Félix Bulnes Cerda,2018,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.97,0.97,0.97,0.97,0.97,0.97
110150,Hospital de Melipilla,2018,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.57,1.57,1.57,1.57,1.57,1.57
111100,Hospital Clínico San Borja Arriarán,2018,0.71,0.71,0.71,0.71,0.71,0.71,0.75,0.8,0.86,0.92,0.99,1.06,1.11,1.11,1.11,1.11,1.11,1.11
111101,Hospital El Carmen de Maipú,2018,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.46,1.55,1.63,0.77,0.77,0.77,0.77,0.77,0.77
111195,Hospital de Urgencia Asistencia Pública,2018,0.97,0.97,0.97,0.97,0.97,0.97,1.05,1.08,1.08,1.08,1.08,1.08,0.88,0.88,0.88,0.88,0.88,0.88
112100,Hospital Del Salvador de Santiago,2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.03,1.03,1.03,1.03,1.03,1.03
112101,Hospital Santiago Oriente Luis Tisne,2018,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.95,0.96,0.96,0.96,0.96,0.96,0.96
112102,Hospital Luis Calvo Mackena,2018,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.15,1.13,1.19,1.25,1.0,1.0,1.0,1.0,1.0,1.0
112103,Hospital del Tórax,2018,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.98,0.87,0.87,0.87,0.87,0.87,0.87
112104,Instituto de Neurocirugía,2018,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,1.02,1.05,1.07,1.1,0.71,0.71,0.71,0.71,0.71,0.71
113100,Hospital Barros Luco Trudeau,2018,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,1.69,1.69,1.69,1.69,1.69,1.69
113130,Hospital Exequiel González Cortés,2018,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,1.01,1.01,1.01,1.01,1.01,1.01
113180,Hospital Sanatorio El Pino,2018,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,0.96,0.96,0.96,0.96,0.96,0.96
114101,Hospital Sótero del Río,2018,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.98,0.98,0.98,0.98,0.98,0.98
114103,Hospital Padre Alberto Hurtado,2018,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.05,1.08,1.11,1.15,1.19,0.99,0.99,0.99,0.99,0.99,0.99
115100,Hospital de Rancagua,2018,1.08,1.08,1.08,1.08,1.08,1.08,1.09,1.14,1.17,1.19,1.21,1.24,0.89,0.89,0.89,0.89,0.89,0.89
115107,Hospital San Fernando,2018,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,1.01,1.01,1.01,1.01,1.01,1.01
116100,Hospital de Curicó,2018,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.98,0.98,0.98
116105,Hospital de Talca,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
116108,Hospital de Linares,2018,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,1.03,1.04,1.05,1.08,1.08,1.08,1.08,1.08,1.08
117101,Hospital de Chillán,2018,1.08,1.08,1.08,1.08,1.08,1.08,1.1,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0
117102,Hospital de San Carlos,2018,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,0.97,0.86,0.83,0.82,1.0,1.0,1.0,1.0,1.0,1.0
118100,Hospital Guillermo Grant Benavente,2018,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.99,0.98,0.98,0.97,0.96,1.02,1.02,1.02,1.02,1.02,1.02
118105,Hospital de Coronel,2018,1.0,1.0,1.0,1.0,1.0,1.0,1.22,1.27,1.32,1.37,1.43,1.49,0.87,0.87,0.87,0.87,0.87,0.87
119100,Hospital de Las Higueras,2018,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,0.99,0.98,0.97,1.13,1.13,1.13,1.13,1.13,1.13
120101,Hospital de Los Ángeles,2018,0.87,0.87,0.87,0.87,0.87,0.87,0.92,0.92,0.89,0.85,0.82,0.79,1.08,1.08,1.08,1.08,1.08,1.08
121109,Hospital de Temuco,2018,1.03,1.03,1.03,1.03,1.03,1.03,1.05,1.09,1.13,1.17,1.21,1.25,0.85,0.85,0.85,0.85,0.85,0.85
122100,Hospital de Valdivia,2018,1.0,1.0,1.0,1.0,1.0,1.0,0.89,0.73,0.72,0.7,0.69,0.68,0.98,0.98,0.98,0.98,0.98,0.98
123100,Hospital de Osorno,2018,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0
124105,Hospital de Puerto Montt,2018,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.15,1.15,1.15,1.15,1.15,1.15
125100,Hospital de Coyhaique,2018,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,,,,,,
126100,Hospital Regional de Punta Arenas,2018,0.9,0.9,0.9,0.9,0.9,0.9,0.91,0.94,0.97,1.0,1.03,1.06,,,,,,
129100,Hospital de Angol,2018,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,,,,,,
129106,Hospital de Victoria,2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.04,1.06,1.05,1.04,,,,,,
133150,Hospital de Castro,2018,0.77,0.77,0.77,0.77,0.77,0.77,0.72,0.74,0.75,0.77,0.78,0.8,,,,,,
