hospital_id,hospital_name,year,te_input_crs,te_input_vrs,te_input_nirs,te_output_crs,te_output_vrs,te_output_nirs,te_input_crs_grd,te_input_vrs_grd,te_input_nirs_grd,te_output_crs_grd,te_output_vrs_grd,te_output_nirs_grd,te_input_crs_region,te_input_vrs_region,te_input_nirs_region,te_output_crs_region,te_output_vrs_region,te_output_nirs_region
114101,Hospital Sótero del Río,2015,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,0.96,0.96,0.96,0.96,0.96,0.96
114103,Hospital Padre Alberto Hurtado,2015,0.9,0.9,0.9,0.9,0.9,0.9,0.87,0.86,0.88,0.9,0.92,0.93,0.96,0.96,0.96,0.96,0.96,0.96
115100,Hospital de Rancagua,2015,0.93,0.93,0.93,0.93,0.93,0.93,0.92,0.94,0.97,0.97,0.96,0.96,1.02,1.02,1.02,1.02,1.02,1.02
115107,Hospital San Fernando,2015,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.94,0.95,0.96,0.97,0.97,0.9,0.9,0.9,0.9,0.9,0.9
116100,Hospital de Curicó,2015,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.95,0.97,0.99,1.0,1.0,0.94,0.94,0.94,0.94,0.94,0.94
116105,Hospital de Talca,2015,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.93,0.94,0.94,0.94,0.92,0.92,0.92,0.92,0.92,0.92
116108,Hospital de Linares,2015,1.02,1.02,1.02,1.02,1.02,1.02,1.0,1.0,1.01,1.03,1.07,1.08,0.88,0.88,0.88,0.88,0.88,0.88
117101,Hospital de Chillán,2015,0.88,0.88,0.88,0.88,0.88,0.88,0.98,1.07,1.06,0.97,0.92,0.88,1.05,1.05,1.05,1.05,1.05,1.05
117102,Hospital de San Carlos,2015,0.83,0.83,0.83,0.83,0.83,0.83,0.79,0.8,0.81,0.84,0.87,0.88,0.94,0.94,0.94,0.94,0.94,0.94
118100,Hospital Guillermo Grant Benavente,2015,1.05,1.05,1.05,1.05,1.05,1.05,0.93,0.94,1.06,1.03,1.01,1.0,1.02,1.02,1.02,1.02,1.02,1.02
118105,Hospital de Coronel,2015,0.94,0.94,0.94,0.94,0.94,0.94,0.92,0.92,0.93,0.93,0.93,0.93,0.95,0.95,0.95,0.95,0.95,0.95
119100,Hospital de Las Higueras,2015,1.02,1.02,1.02,1.02,1.02,1.02,1.0,1.0,1.01,1.01,1.02,1.03,0.95,0.95,0.95,0.95,0.95,0.95
120101,Hospital de Los Ángeles,2015,0.95,0.95,0.95,0.95,0.95,0.95,1.04,1.07,1.08,1.06,1.02,0.99,0.93,0.93,0.93,0.93,0.93,0.93
121109,Hospital de Temuco,2015,0.96,0.96,0.96,0.96,0.96,0.96,1.01,0.96,0.9,0.86,0.86,0.86,0.87,0.87,0.87,0.87,0.87,0.87
122100,Hospital de Valdivia,2015,0.92,0.92,0.92,0.92,0.92,0.92,0.94,0.99,1.03,1.01,0.99,0.98,0.94,0.94,0.94,0.94,0.94,0.94
123100,Hospital de Osorno,2015,0.97,0.97,0.97,0.97,0.97,0.97,1.01,1.04,1.01,0.96,0.94,0.93,1.08,1.08,1.08,1.08,1.08,1.08
124105,Hospital de Puerto Montt,2015,0.87,0.87,0.87,0.87,0.87,0.87,0.96,0.98,0.98,0.98,0.98,0.98,0.95,0.95,0.95,0.95,0.95,0.95
125100,Hospital de Coyhaique,2015,1.04,1.04,1.04,1.04,1.04,1.04,1.05,1.06,1.06,1.06,1.06,1.06,,,,,,
126100,Hospital Regional de Punta Arenas,2015,0.96,0.96,0.96,0.96,0.96,0.96,1.03,1.04,1.0,0.94,0.89,0.87,,,,,,
129100,Hospital de Angol,2015,0.94,0.94,0.94,0.94,0.94,0.94,0.91,0.86,0.89,0.92,0.96,0.98,,,,,,
129106,Hospital de Victoria,2015,1.08,1.08,1.08,1.08,1.08,1.08,1.1,1.12,1.14,1.15,1.12,1.09,,,,,,
133150,Hospital de Castro,2015,0.99,0.99,0.99,0.99,0.99,0.99,1.02,1.0,0.99,1.02,1.02,1.02,,,,,,
