,,,,
SI,2.807,006 Hospital La Florida,,006 Hospital La Florida
NO,2.808,007 CRS Puente Alto,2.807,007 CRS Puente Alto
,,,,
,,,,
SI,3.001,HOSP.P.HURTADO SSMSO,3.001,001 Hospital Padre Alberto Hurtado
SI,3.101,CRS MAIPÚ SSMC,3.101,001 Centro de Referencia de Salud Maipu
SI,3.201,CRS CORDILLERA SSMO,3.201,001 Centro de Referencia de Salud de PeÃ±alolen Cordillera Oriente
,,,,
,,,,
,,,,
SI,3.302,001 Hospital Castro,3.302,001 Hospital Castro
SI,3.303,002 Hospital Quellón,3.303,002 Hospital Quellon
SI,3.304,003 Hospital Achao,3.304,003 Hospital Achao
SI,3.305,004 Hospital Queilen,3.305,004 Hospital Queilen
SI,3.306,005 Hospital Ancud,3.306,005 Hospital Ancud
