hospital_id,hospital_name,2014_te_crs,2014_te_vrs,2014_te_nirs,2015_te_crs,2015_te_vrs,2015_te_nirs,2016_te_crs,2016_te_vrs,2016_te_nirs,2017_te_crs,2017_te_vrs,2017_te_nirs,2018_te_crs,2018_te_vrs,2018_te_nirs,2019_te_crs,2019_te_vrs,2019_te_nirs,2020_te_crs,2020_te_vrs,2020_te_nirs
110100,Hospital San Juan de Dios (Santiago),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
110120,Hospital Félix Bulnes Cerda,1.0,1.0,1.0,0.954,0.973,0.954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.851,0.865,0.865,0.691,0.77,0.77
110150,Hospital de Melipilla,0.265,0.333,0.265,0.708,0.726,0.708,0.758,0.77,0.77,1.0,1.0,1.0,1.0,1.0,1.0,0.809,0.829,0.809,0.771,0.928,0.928
111100,Hospital Clínico San Borja Arriarán,1.0,1.0,1.0,0.926,0.98,0.926,0.92,1.0,1.0,0.723,0.805,0.723,1.0,1.0,1.0,0.708,0.708,0.708,0.631,1.0,1.0
111101,Hospital El Carmen de Maipú,0.781,0.824,0.781,0.828,0.85,0.828,0.672,0.735,0.672,0.616,0.697,0.616,0.643,0.716,0.643,0.759,0.829,0.759,0.683,0.74,0.683
111195,Hospital de Urgencia Asistencia Pública,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
112100,Hospital Del Salvador de Santiago,0.563,0.676,0.563,0.587,0.715,0.587,0.612,0.715,0.612,0.557,0.703,0.557,0.529,0.623,0.529,0.573,0.664,0.573,0.457,0.598,0.457
112101,Hospital Santiago Oriente Luis Tisne,0.608,0.951,0.608,0.61,1.0,0.61,0.654,1.0,0.654,0.6,1.0,0.6,0.622,1.0,0.622,0.645,1.0,0.645,0.586,1.0,0.586
112102,Hospital Luis Calvo Mackena,0.242,0.889,0.242,0.305,1.0,0.305,0.327,1.0,0.327,0.37,1.0,0.37,0.371,1.0,0.371,0.378,1.0,0.378,0.367,1.0,0.367
112103,Hospital del Tórax,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
112104,Instituto de Neurocirugía,0.752,0.754,0.752,0.644,0.764,0.644,0.583,0.706,0.583,0.556,0.706,0.556,0.456,0.625,0.456,0.514,0.631,0.514,0.65,0.65,0.65
113100,Hospital Barros Luco Trudeau,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
113130,Hospital Exequiel González Cortés,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.767,1.0,1.0,0.753,1.0,1.0
113180,Hospital Sanatorio El Pino,1.0,1.0,1.0,0.964,0.972,0.964,0.955,0.96,0.955,0.979,1.0,1.0,0.99,0.995,0.99,0.954,0.954,0.954,0.963,1.0,1.0
114101,Hospital Sótero del Río,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
114103,Hospital Padre Alberto Hurtado,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
115100,Hospital de Rancagua,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
115107,Hospital San Fernando,0.685,1.0,1.0,0.653,1.0,1.0,0.716,1.0,1.0,0.692,1.0,1.0,0.882,1.0,1.0,0.863,1.0,1.0,0.88,1.0,1.0
116100,Hospital de Curicó,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
116105,Hospital de Talca,1.0,1.0,1.0,0.996,1.0,1.0,1.0,1.0,1.0,0.985,1.0,1.0,0.957,1.0,1.0,0.867,1.0,1.0,0.949,1.0,1.0
116108,Hospital de Linares,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
117101,Hospital de Chillán,0.876,1.0,1.0,0.776,1.0,1.0,0.714,1.0,1.0,0.118,1.0,1.0,0.104,1.0,1.0,0.202,1.0,1.0,0.052,1.0,1.0
117102,Hospital de San Carlos,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.386,1.0,1.0,0.938,1.0,1.0,0.54,1.0,1.0,0.56,1.0,1.0
118100,Hospital Guillermo Grant Benavente,0.904,1.0,1.0,0.9,1.0,1.0,0.879,1.0,1.0,0.021,0.023,0.021,0.019,0.022,0.019,0.022,0.022,0.022,0.02,0.02,0.02
118105,Hospital de Coronel,0.946,1.0,1.0,0.964,1.0,1.0,0.919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
119100,Hospital de Las Higueras,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
120101,Hospital de Los Ángeles,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
121109,Hospital de Temuco,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
122100,Hospital de Valdivia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
123100,Hospital de Osorno,1.0,1.0,1.0,1.0,1.0,1.0,0.947,0.989,0.947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
124105,Hospital de Puerto Montt,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
125100,Hospital de Coyhaique,,,,,,,,,,,,,,,,,,,,,
126100,Hospital Regional de Punta Arenas,,,,,,,,,,,,,,,,,,,,,
129100,Hospital de Angol,,,,,,,,,,,,,,,,,,,,,
129106,Hospital de Victoria,,,,,,,,,,,,,,,,,,,,,
133150,Hospital de Castro,,,,,,,,,,,,,,,,,,,,,
