hospital_id,hospital_name,2014_te_crs,2014_te_vrs,2014_te_nirs,2015_te_crs,2015_te_vrs,2015_te_nirs,2016_te_crs,2016_te_vrs,2016_te_nirs,2017_te_crs,2017_te_vrs,2017_te_nirs,2018_te_crs,2018_te_vrs,2018_te_nirs,2019_te_crs,2019_te_vrs,2019_te_nirs,2020_te_crs,2020_te_vrs,2020_te_nirs
106103,Hospital Claudio Vicuña,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.948,0.9,0.948,0.946,0.9,0.946,0.962,0.909,0.962,0.959,0.889,0.959
107100,Hospital Dr. Gustavo Fricke,0.243,0.177,0.177,0.23,0.133,0.133,0.227,0.153,0.153,0.968,0.55,0.55,0.972,0.568,0.568,0.972,0.559,0.559,0.966,0.481,0.481
107101,Hospital de Quillota,0.008,0.004,0.004,0.047,0.047,0.047,0.091,0.091,0.091,0.947,0.941,0.947,0.949,0.944,0.949,0.948,0.941,0.948,0.952,0.944,0.952
107102,Hospital de Quilpué,0.229,0.219,0.229,0.279,0.204,0.279,0.266,0.22,0.266,0.922,0.908,0.908,0.953,0.909,0.953,0.948,0.933,0.948,0.935,0.917,0.935
108100,Hospital San Camilo de San Felipe,0.0,0.0,0.0,0.031,0.031,0.031,0.029,0.02,0.02,0.934,0.933,0.934,0.919,0.909,0.919,0.935,0.933,0.935,0.917,0.917,0.917
108101,Hospital San Juan de Dios (Los Andes),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.914,0.876,0.876,0.897,0.889,0.897,0.927,0.917,0.927,0.916,0.909,0.916
109100,Hospital San José,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.924,0.0,0.0,0.916,0.0,0.0,0.928,0.0,0.0,0.902,0.0,0.0
109101,Hospital Roberto del Río,0.434,0.429,0.429,0.461,0.455,0.461,0.484,0.483,0.483,0.974,0.963,0.974,0.965,0.938,0.965,0.979,0.963,0.979,0.968,0.941,0.968
110100,Hospital San Juan de Dios (Santiago),0.132,0.022,0.022,0.135,0.013,0.013,0.112,0.007,0.007,0.944,0.072,0.072,0.947,0.055,0.055,0.942,0.0,0.0,0.942,0.0,0.0
110120,Hospital Félix Bulnes Cerda,0.28,0.25,0.25,0.239,0.239,0.239,0.236,0.185,0.185,0.951,0.493,0.493,0.962,0.69,0.69,0.81,0.545,0.545,0.949,0.475,0.475
110150,Hospital de Melipilla,0.1,0.0,0.1,0.141,0.101,0.141,0.179,0.177,0.179,0.946,0.917,0.946,0.933,0.857,0.933,0.964,0.917,0.964,0.837,0.752,0.752
111100,Hospital Clínico San Borja Arriarán,0.238,0.153,0.153,0.279,0.176,0.176,0.224,0.08,0.08,0.948,0.177,0.177,0.96,0.158,0.158,0.943,0.211,0.211,0.939,0.302,0.302
111101,Hospital El Carmen de Maipú,0.603,0.589,0.603,0.348,0.286,0.286,0.307,0.233,0.233,0.953,0.478,0.478,0.96,0.475,0.475,0.941,0.439,0.439,0.929,0.31,0.31
111195,Hospital de Urgencia Asistencia Pública,0.564,0.549,0.549,0.611,0.605,0.611,0.494,0.494,0.494,0.963,0.933,0.933,0.944,0.899,0.899,0.91,0.844,0.844,0.913,0.389,0.389
112100,Hospital Del Salvador de Santiago,0.203,0.159,0.159,0.14,0.109,0.109,0.271,0.269,0.271,0.953,0.499,0.499,0.959,0.59,0.59,0.954,0.45,0.45,0.956,0.476,0.476
112101,Hospital Santiago Oriente Luis Tisne,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.945,0.805,0.805,0.934,0.848,0.848,0.949,0.831,0.831,0.94,0.573,0.573
112102,Hospital Luis Calvo Mackena,0.311,0.305,0.311,0.314,0.31,0.314,0.319,0.318,0.319,0.963,0.957,0.963,0.972,0.96,0.972,0.973,0.958,0.973,0.975,0.962,0.975
112103,Hospital del Tórax,0.408,0.103,0.408,0.428,0.1,0.428,0.351,0.182,0.351,0.962,0.909,0.962,0.966,0.909,0.966,0.968,0.909,0.968,0.966,0.917,0.966
112104,Instituto de Neurocirugía,0.644,0.111,0.644,0.613,0.1,0.613,0.557,0.1,0.557,0.975,0.9,0.975,0.978,0.9,0.978,0.978,0.9,0.978,0.976,0.9,0.976
113100,Hospital Barros Luco Trudeau,0.242,0.03,0.03,0.214,0.0,0.0,0.173,0.0,0.0,0.953,0.0,0.0,0.957,0.005,0.005,0.94,0.0,0.0,0.922,0.0,0.0
113130,Hospital Exequiel González Cortés,0.325,0.324,0.324,0.323,0.295,0.323,0.402,0.394,0.402,0.97,0.941,0.97,0.967,0.937,0.967,0.963,0.952,0.963,0.899,0.823,0.823
113180,Hospital Sanatorio El Pino,0.081,0.042,0.042,0.14,0.1,0.1,0.106,0.081,0.081,0.959,0.94,0.94,0.943,0.904,0.904,0.961,0.938,0.938,0.948,0.653,0.653
114101,Hospital Sótero del Río,0.146,0.0,0.0,0.221,0.0,0.0,0.177,0.0,0.0,0.949,0.0,0.0,0.952,0.0,0.0,0.964,0.0,0.0,0.958,0.0,0.0
114103,Hospital Padre Alberto Hurtado,0.128,0.058,0.058,0.169,0.079,0.079,0.147,0.077,0.077,0.956,0.413,0.413,0.955,0.407,0.407,0.959,0.473,0.473,0.953,0.336,0.336
115100,Hospital de Rancagua,0.271,0.224,0.224,0.231,0.195,0.195,0.295,0.227,0.227,0.944,0.43,0.43,0.956,0.403,0.403,0.924,0.301,0.301,0.9,0.003,0.003
115107,Hospital San Fernando,0.081,0.054,0.081,0.049,0.003,0.049,0.077,0.052,0.077,0.941,0.909,0.941,0.949,0.917,0.949,0.951,0.917,0.951,0.952,0.923,0.952
116100,Hospital de Curicó,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.924,0.327,0.327,0.933,0.439,0.439,0.933,0.42,0.42,0.935,0.522,0.522
116105,Hospital de Talca,0.206,0.123,0.123,0.229,0.163,0.163,0.21,0.129,0.129,0.96,0.242,0.242,0.957,0.138,0.138,0.96,0.103,0.103,0.947,0.072,0.072
116108,Hospital de Linares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.942,0.846,0.846,0.929,0.853,0.853,0.949,0.947,0.949,0.936,0.861,0.861
117101,Hospital de Chillán,0.183,0.083,0.083,0.19,0.107,0.107,0.234,0.131,0.131,0.959,0.455,0.455,0.951,0.469,0.469,0.957,0.443,0.443,0.942,0.294,0.294
117102,Hospital de San Carlos,0.07,0.0,0.07,0.104,0.0,0.104,0.079,0.026,0.079,0.687,0.397,0.397,0.471,0.163,0.163,0.41,0.12,0.12,0.8,0.627,0.627
118100,Hospital Guillermo Grant Benavente,0.229,0.0,0.0,0.291,0.0,0.0,0.245,0.0,0.0,0.789,0.0,0.0,0.811,0.0,0.0,0.664,0.0,0.0,0.902,0.0,0.0
118105,Hospital de Coronel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.443,0.0,0.0,0.032,0.0,0.0,0.299,0.0,0.0,0.282,0.0,0.0
119100,Hospital de Las Higueras,0.165,0.091,0.091,0.202,0.122,0.122,0.173,0.09,0.09,0.958,0.412,0.412,0.963,0.431,0.431,0.957,0.402,0.402,0.962,0.325,0.325
120101,Hospital de Los Ángeles,0.139,0.05,0.05,0.17,0.04,0.04,0.156,0.045,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121109,Hospital de Temuco,0.124,0.008,0.008,0.155,0.0,0.0,0.132,0.0,0.0,0.962,0.072,0.072,0.961,0.017,0.017,0.935,0.106,0.106,0.944,0.177,0.177
122100,Hospital de Valdivia,0.178,0.108,0.108,0.182,0.099,0.099,0.165,0.08,0.08,0.958,0.432,0.432,0.963,0.423,0.423,0.943,0.46,0.46,0.928,0.24,0.24
123100,Hospital de Osorno,0.249,0.163,0.163,0.25,0.228,0.228,0.24,0.208,0.208,0.957,0.581,0.581,0.955,0.623,0.623,0.961,0.616,0.616,0.942,0.41,0.41
124105,Hospital de Puerto Montt,0.282,0.202,0.202,0.319,0.175,0.175,0.276,0.152,0.152,0.968,0.401,0.401,0.673,0.0,0.0,0.582,0.071,0.071,0.942,0.211,0.211
125100,Hospital de Coyhaique,0.422,0.403,0.403,0.404,0.311,0.311,0.407,0.328,0.328,0.979,0.966,0.979,0.968,0.952,0.968,0.975,0.966,0.975,0.961,0.95,0.961
126100,Hospital Regional de Punta Arenas,0.399,0.386,0.386,0.407,0.389,0.389,0.397,0.388,0.388,0.975,0.971,0.975,0.978,0.97,0.978,0.978,0.972,0.978,0.979,0.971,0.979
129100,Hospital de Angol,0.184,0.155,0.184,0.181,0.12,0.181,0.199,0.164,0.199,0.768,0.543,0.543,0.75,0.737,0.737,0.757,0.621,0.621,0.562,0.035,0.035
129106,Hospital de Victoria,0.251,0.229,0.251,0.248,0.188,0.248,0.26,0.22,0.26,0.931,0.917,0.931,0.895,0.889,0.895,0.831,0.75,0.75,0.8,0.665,0.665
133150,Hospital de Castro,0.273,0.273,0.273,0.277,0.274,0.277,0.332,0.313,0.332,0.919,0.878,0.878,0.92,0.889,0.92,0.939,0.93,0.93,0.875,0.86,0.86
