hospital_id,hospital_name,2014_te_crs,2014_te_vrs,2014_te_nirs,2015_te_crs,2015_te_vrs,2015_te_nirs,2016_te_crs,2016_te_vrs,2016_te_nirs,2017_te_crs,2017_te_vrs,2017_te_nirs,2018_te_crs,2018_te_vrs,2018_te_nirs,2019_te_crs,2019_te_vrs,2019_te_nirs,2020_te_crs,2020_te_vrs,2020_te_nirs
107102,Hospital de Quilpué,0.229,0.219,0.229,0.289,0.196,0.289,0.268,0.199,0.268,0.922,0.908,0.908,0.953,0.909,0.953,0.948,0.933,0.948,0.935,0.917,0.935
108100,Hospital San Camilo de San Felipe,0.0,0.0,0.0,0.027,0.017,0.027,0.012,0.01,0.01,0.934,0.933,0.934,0.919,0.909,0.919,0.935,0.933,0.935,0.917,0.917,0.917
108101,Hospital San Juan de Dios (Los Andes),0.0,0.0,0.0,0.014,0.0,0.014,0.0,0.0,0.0,0.914,0.876,0.876,0.897,0.889,0.897,0.927,0.917,0.927,0.916,0.909,0.916
109100,Hospital San José,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.924,0.0,0.0,0.916,0.0,0.0,0.928,0.0,0.0,0.902,0.0,0.0
109101,Hospital Roberto del Río,0.362,0.362,0.362,0.371,0.37,0.371,0.414,0.408,0.414,0.974,0.963,0.974,0.96,0.937,0.96,0.974,0.963,0.974,0.968,0.941,0.968
110100,Hospital San Juan de Dios (Santiago),0.043,0.0,0.0,0.044,0.0,0.0,0.053,0.0,0.0,0.944,0.016,0.016,0.947,0.017,0.017,0.942,0.0,0.0,0.942,0.0,0.0
110120,Hospital Félix Bulnes Cerda,0.262,0.24,0.24,0.229,0.228,0.228,0.209,0.168,0.168,0.951,0.493,0.493,0.962,0.71,0.71,0.81,0.549,0.549,0.949,0.464,0.464
110150,Hospital de Melipilla,0.143,0.0,0.143,0.142,0.101,0.142,0.199,0.177,0.199,0.946,0.917,0.946,0.933,0.857,0.933,0.964,0.917,0.964,0.837,0.752,0.752
111100,Hospital Clínico San Borja Arriarán,0.179,0.141,0.141,0.215,0.182,0.182,0.173,0.079,0.079,0.948,0.184,0.184,0.96,0.204,0.204,0.943,0.264,0.264,0.939,0.334,0.334
111101,Hospital El Carmen de Maipú,0.59,0.564,0.59,0.314,0.287,0.287,0.287,0.216,0.216,0.953,0.478,0.478,0.96,0.475,0.475,0.941,0.439,0.439,0.929,0.31,0.31
111195,Hospital de Urgencia Asistencia Pública,0.496,0.467,0.467,0.523,0.519,0.519,0.475,0.459,0.459,0.963,0.933,0.933,0.944,0.899,0.899,0.91,0.843,0.843,0.913,0.389,0.389
112100,Hospital Del Salvador de Santiago,0.049,0.022,0.022,0.0,0.0,0.0,0.252,0.251,0.251,0.953,0.499,0.499,0.959,0.59,0.59,0.954,0.45,0.45,0.956,0.476,0.476
112101,Hospital Santiago Oriente Luis Tisne,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.023,0.023,0.952,0.95,0.952,0.944,0.937,0.944,0.957,0.952,0.957,0.947,0.759,0.759
112102,Hospital Luis Calvo Mackena,0.166,0.16,0.16,0.14,0.139,0.14,0.164,0.156,0.156,0.963,0.957,0.963,0.969,0.96,0.969,0.968,0.958,0.968,0.975,0.962,0.975
112103,Hospital del Tórax,0.121,0.04,0.121,0.159,0.1,0.159,0.119,0.055,0.119,0.96,0.909,0.96,0.954,0.909,0.954,0.956,0.909,0.956,0.966,0.917,0.966
112104,Instituto de Neurocirugía,0.379,0.111,0.379,0.399,0.1,0.399,0.373,0.1,0.373,0.97,0.9,0.97,0.972,0.9,0.972,0.974,0.9,0.974,0.976,0.9,0.976
113100,Hospital Barros Luco Trudeau,0.161,0.03,0.03,0.148,0.0,0.0,0.147,0.0,0.0,0.953,0.0,0.0,0.957,0.005,0.005,0.94,0.0,0.0,0.922,0.0,0.0
113130,Hospital Exequiel González Cortés,0.219,0.2,0.219,0.218,0.194,0.218,0.284,0.243,0.284,0.968,0.941,0.968,0.967,0.938,0.967,0.963,0.952,0.963,0.899,0.823,0.823
113180,Hospital Sanatorio El Pino,0.093,0.081,0.081,0.095,0.082,0.082,0.117,0.087,0.087,0.959,0.94,0.94,0.945,0.944,0.945,0.963,0.962,0.963,0.948,0.653,0.653
114101,Hospital Sótero del Río,0.039,0.0,0.0,0.144,0.0,0.0,0.092,0.0,0.0,0.949,0.0,0.0,0.952,0.0,0.0,0.964,0.0,0.0,0.958,0.0,0.0
114103,Hospital Padre Alberto Hurtado,0.14,0.114,0.114,0.177,0.138,0.138,0.166,0.101,0.101,0.956,0.427,0.427,0.955,0.469,0.469,0.959,0.483,0.483,0.953,0.336,0.336
115100,Hospital de Rancagua,0.169,0.14,0.14,0.157,0.125,0.125,0.219,0.165,0.165,0.944,0.392,0.392,0.956,0.327,0.327,0.924,0.26,0.26,0.9,0.003,0.003
115107,Hospital San Fernando,0.087,0.049,0.087,0.073,0.004,0.073,0.074,0.029,0.074,0.941,0.909,0.941,0.949,0.917,0.949,0.951,0.917,0.951,0.952,0.923,0.952
116100,Hospital de Curicó,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.924,0.327,0.327,0.933,0.439,0.439,0.933,0.42,0.42,0.935,0.522,0.522
116105,Hospital de Talca,0.122,0.078,0.078,0.149,0.098,0.098,0.149,0.053,0.053,0.96,0.175,0.175,0.956,0.062,0.062,0.96,0.07,0.07,0.947,0.038,0.038
116108,Hospital de Linares,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.942,0.846,0.846,0.929,0.853,0.853,0.949,0.947,0.949,0.936,0.861,0.861
117101,Hospital de Chillán,0.15,0.092,0.092,0.164,0.106,0.106,0.209,0.134,0.134,0.959,0.452,0.452,0.951,0.455,0.455,0.957,0.45,0.45,0.942,0.294,0.294
117102,Hospital de San Carlos,0.07,0.0,0.07,0.104,0.0,0.104,0.079,0.026,0.079,0.687,0.397,0.397,0.471,0.163,0.163,0.41,0.12,0.12,0.8,0.627,0.627
118100,Hospital Guillermo Grant Benavente,0.131,0.0,0.0,0.171,0.0,0.0,0.139,0.0,0.0,0.789,0.0,0.0,0.811,0.0,0.0,0.664,0.0,0.0,0.902,0.0,0.0
118105,Hospital de Coronel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.443,0.0,0.0,0.032,0.0,0.0,0.299,0.0,0.0,0.282,0.0,0.0
119100,Hospital de Las Higueras,0.089,0.061,0.061,0.151,0.125,0.125,0.126,0.081,0.081,0.958,0.377,0.377,0.963,0.383,0.383,0.957,0.365,0.365,0.962,0.326,0.326
120101,Hospital de Los Ángeles,0.125,0.095,0.095,0.144,0.114,0.114,0.156,0.101,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121109,Hospital de Temuco,0.031,0.0,0.0,0.033,0.0,0.0,0.048,0.0,0.0,0.956,0.028,0.028,0.956,0.0,0.0,0.935,0.026,0.026,0.944,0.15,0.15
122100,Hospital de Valdivia,0.125,0.09,0.09,0.107,0.083,0.083,0.116,0.077,0.077,0.958,0.408,0.408,0.961,0.406,0.406,0.943,0.436,0.436,0.928,0.24,0.24
123100,Hospital de Osorno,0.219,0.154,0.154,0.227,0.208,0.208,0.216,0.183,0.183,0.957,0.581,0.581,0.955,0.623,0.623,0.961,0.616,0.616,0.942,0.41,0.41
124105,Hospital de Puerto Montt,0.216,0.194,0.194,0.229,0.179,0.179,0.212,0.148,0.148,0.967,0.395,0.395,0.673,0.0,0.0,0.582,0.073,0.073,0.942,0.229,0.229
125100,Hospital de Coyhaique,0.396,0.375,0.375,0.384,0.316,0.316,0.412,0.337,0.337,0.979,0.966,0.979,0.968,0.952,0.968,0.975,0.966,0.975,0.961,0.95,0.961
126100,Hospital Regional de Punta Arenas,0.357,0.351,0.351,0.33,0.325,0.325,0.324,0.311,0.311,0.972,0.971,0.972,0.975,0.97,0.975,0.977,0.972,0.977,0.978,0.971,0.978
129100,Hospital de Angol,0.214,0.156,0.214,0.184,0.122,0.184,0.227,0.177,0.227,0.768,0.543,0.543,0.75,0.737,0.737,0.757,0.621,0.621,0.562,0.036,0.036
129106,Hospital de Victoria,0.229,0.198,0.229,0.258,0.166,0.258,0.286,0.213,0.286,0.931,0.917,0.931,0.895,0.889,0.895,0.831,0.75,0.75,0.8,0.665,0.665
133150,Hospital de Castro,0.249,0.238,0.249,0.273,0.25,0.273,0.281,0.249,0.281,0.919,0.878,0.878,0.92,0.889,0.92,0.939,0.93,0.93,0.875,0.86,0.86
