hospital_id,hospital_name,2014_te_crs,2014_te_vrs,2014_te_nirs,2015_te_crs,2015_te_vrs,2015_te_nirs,2016_te_crs,2016_te_vrs,2016_te_nirs,2017_te_crs,2017_te_vrs,2017_te_nirs,2018_te_crs,2018_te_vrs,2018_te_nirs,2019_te_crs,2019_te_vrs,2019_te_nirs,2020_te_crs,2020_te_vrs,2020_te_nirs
110120,Hospital Félix Bulnes Cerda,0.585,0.593,0.593,0.627,0.631,0.627,0.654,0.687,0.687,0.025,0.027,0.025,0.019,0.027,0.019,0.105,0.197,0.197,0.026,0.026,0.026
110150,Hospital de Melipilla,0.75,1.0,0.75,0.751,0.864,0.751,0.668,0.77,0.668,0.028,0.083,0.028,0.035,0.143,0.035,0.018,0.083,0.018,0.089,0.111,0.089
111100,Hospital Clínico San Borja Arriarán,0.696,0.739,0.739,0.646,0.677,0.677,0.706,0.798,0.798,0.027,0.309,0.309,0.02,0.215,0.215,0.03,0.079,0.079,0.031,0.291,0.291
111101,Hospital El Carmen de Maipú,0.258,0.352,0.258,0.522,0.534,0.534,0.554,0.612,0.612,0.024,0.031,0.031,0.02,0.023,0.02,0.03,0.04,0.04,0.037,0.26,0.26
111195,Hospital de Urgencia Asistencia Pública,0.337,0.342,0.337,0.314,0.318,0.314,0.356,0.356,0.356,0.019,0.022,0.019,0.029,0.029,0.029,0.047,0.069,0.069,0.046,0.09,0.09
112100,Hospital Del Salvador de Santiago,0.907,0.956,0.956,1.0,1.0,1.0,0.597,0.598,0.598,0.024,0.026,0.024,0.021,0.026,0.021,0.023,0.026,0.023,0.022,0.023,0.022
112101,Hospital Santiago Oriente Luis Tisne,1.0,1.0,1.0,1.0,1.0,1.0,0.944,0.952,0.952,0.025,0.05,0.025,0.029,0.063,0.029,0.022,0.048,0.022,0.027,0.045,0.027
112102,Hospital Luis Calvo Mackena,0.715,0.715,0.715,0.754,0.757,0.754,0.718,0.72,0.718,0.019,0.043,0.019,0.016,0.04,0.016,0.016,0.042,0.016,0.013,0.038,0.013
112103,Hospital del Tórax,0.785,0.95,0.785,0.726,0.9,0.726,0.787,0.924,0.787,0.02,0.091,0.02,0.023,0.091,0.023,0.022,0.091,0.022,0.017,0.083,0.017
112104,Instituto de Neurocirugía,0.45,0.889,0.45,0.43,0.9,0.43,0.456,0.9,0.456,0.015,0.1,0.015,0.014,0.1,0.014,0.013,0.1,0.013,0.012,0.1,0.012
113100,Hospital Barros Luco Trudeau,0.723,0.85,0.85,0.742,1.0,1.0,0.743,1.0,1.0,0.024,1.0,1.0,0.022,0.977,0.977,0.031,1.0,1.0,0.041,1.0,1.0
113130,Hospital Exequiel González Cortés,0.641,0.688,0.641,0.642,0.712,0.642,0.557,0.657,0.557,0.016,0.059,0.016,0.017,0.063,0.017,0.019,0.048,0.019,0.053,0.067,0.053
113180,Hospital Sanatorio El Pino,0.829,0.842,0.842,0.826,0.838,0.838,0.791,0.819,0.819,0.021,0.04,0.021,0.028,0.056,0.028,0.019,0.038,0.019,0.027,0.042,0.027
114101,Hospital Sótero del Río,0.925,1.0,1.0,0.748,1.0,1.0,0.831,1.0,1.0,0.026,1.0,1.0,0.025,1.0,1.0,0.018,1.0,1.0,0.022,1.0,1.0
114103,Hospital Padre Alberto Hurtado,0.755,0.788,0.788,0.699,0.741,0.741,0.716,0.802,0.802,0.023,0.026,0.023,0.023,0.027,0.023,0.021,0.026,0.021,0.024,0.027,0.024
115100,Hospital de Rancagua,0.71,0.746,0.746,0.729,0.761,0.761,0.641,0.699,0.699,0.029,0.082,0.082,0.022,0.103,0.103,0.039,0.216,0.216,0.053,0.991,0.991
115107,Hospital San Fernando,0.839,0.933,0.839,0.864,0.994,0.864,0.861,0.958,0.861,0.03,0.091,0.03,0.026,0.083,0.026,0.025,0.083,0.025,0.025,0.077,0.025
116100,Hospital de Curicó,1.0,1.0,1.0,1.0,1.0,1.0,0.997,1.0,1.0,0.039,0.043,0.039,0.034,0.043,0.034,0.035,0.043,0.035,0.033,0.042,0.033
116105,Hospital de Talca,0.782,0.83,0.83,0.741,0.811,0.811,0.741,0.889,0.889,0.02,0.278,0.278,0.022,0.674,0.674,0.02,0.648,0.648,0.027,0.833,0.833
116108,Hospital de Linares,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03,0.053,0.03,0.037,0.067,0.037,0.026,0.053,0.026,0.033,0.059,0.033
117101,Hospital de Chillán,0.74,0.8,0.8,0.718,0.779,0.779,0.654,0.721,0.721,0.021,0.023,0.021,0.025,0.025,0.025,0.022,0.022,0.022,0.03,0.205,0.205
117102,Hospital de San Carlos,0.87,1.0,0.87,0.812,1.0,0.812,0.854,0.967,0.854,0.186,0.37,0.37,0.359,0.649,0.649,0.418,0.76,0.76,0.111,0.111,0.111
118100,Hospital Guillermo Grant Benavente,0.768,1.0,1.0,0.708,1.0,1.0,0.756,1.0,1.0,0.118,1.0,1.0,0.104,1.0,1.0,0.202,1.0,1.0,0.052,1.0,1.0
118105,Hospital de Coronel,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.386,1.0,1.0,0.938,1.0,1.0,0.54,1.0,1.0,0.56,1.0,1.0
119100,Hospital de Las Higueras,0.837,0.881,0.881,0.738,0.771,0.771,0.776,0.842,0.842,0.021,0.023,0.021,0.019,0.022,0.019,0.022,0.022,0.022,0.02,0.02,0.02
120101,Hospital de Los Ángeles,0.777,0.821,0.821,0.748,0.789,0.789,0.731,0.803,0.803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
121109,Hospital de Temuco,0.94,1.0,1.0,0.936,1.0,1.0,0.909,1.0,1.0,0.023,0.883,0.883,0.022,1.0,1.0,0.033,0.89,0.89,0.029,0.558,0.558
122100,Hospital de Valdivia,0.778,0.829,0.829,0.806,0.843,0.843,0.792,0.853,0.853,0.021,0.024,0.021,0.02,0.024,0.02,0.029,0.034,0.034,0.037,0.354,0.354
123100,Hospital de Osorno,0.641,0.677,0.677,0.631,0.636,0.636,0.645,0.662,0.662,0.022,0.027,0.022,0.023,0.029,0.023,0.02,0.026,0.02,0.03,0.157,0.157
124105,Hospital de Puerto Montt,0.644,0.668,0.668,0.627,0.671,0.671,0.651,0.729,0.729,0.017,0.017,0.017,0.196,1.0,1.0,0.265,0.788,0.788,0.03,0.418,0.418
125100,Hospital de Coyhaique,0.432,0.453,0.432,0.445,0.456,0.456,0.416,0.417,0.416,0.011,0.034,0.011,0.016,0.048,0.016,0.012,0.034,0.012,0.02,0.05,0.02
126100,Hospital Regional de Punta Arenas,0.474,0.478,0.474,0.503,0.507,0.503,0.511,0.518,0.511,0.014,0.029,0.014,0.013,0.03,0.013,0.012,0.028,0.012,0.011,0.029,0.011
129100,Hospital de Angol,0.648,0.8,0.648,0.689,0.83,0.689,0.631,0.774,0.631,0.131,0.233,0.233,0.143,0.143,0.143,0.138,0.203,0.203,0.28,0.761,0.761
129106,Hospital de Victoria,0.627,0.74,0.627,0.59,0.766,0.59,0.556,0.723,0.556,0.036,0.083,0.036,0.056,0.111,0.056,0.092,0.108,0.108,0.111,0.111,0.111
133150,Hospital de Castro,0.601,0.661,0.601,0.571,0.657,0.571,0.561,0.656,0.561,0.042,0.059,0.042,0.042,0.111,0.042,0.032,0.053,0.032,0.067,0.111,0.067
