hospital_id,hospital_name,year,te_input_crs,te_input_vrs,te_input_nirs,te_output_crs,te_output_vrs,te_output_nirs,te_input_crs_grd,te_input_vrs_grd,te_input_nirs_grd,te_output_crs_grd,te_output_vrs_grd,te_output_nirs_grd,te_input_crs_region,te_input_vrs_region,te_input_nirs_region,te_output_crs_region,te_output_vrs_region,te_output_nirs_region
102100,Hospital de Iquique,2020,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05
103100,Hospital de Antofagasta,2015,0.99,0.99,0.99,0.99,0.99,0.99,0.96,0.94,0.94,0.95,0.95,0.95,0.9,0.9,0.9,0.9,0.9,0.9
103100,Hospital de Antofagasta,2016,0.88,0.88,0.88,0.88,0.88,0.88,0.87,0.84,0.8,0.77,0.76,0.76,0.85,0.85,0.85,0.85,0.85,0.85
103100,Hospital de Antofagasta,2017,0.94,0.94,0.94,0.94,0.94,0.94,0.95,0.97,0.99,0.99,0.99,0.98,1.12,1.12,1.12,1.12,1.12,1.12
103100,Hospital de Antofagasta,2018,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,0.57,0.57,0.57,0.57,0.57,0.57
103100,Hospital de Antofagasta,2019,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.0,1.0,1.0,1.0,1.0,1.0
103100,Hospital de Antofagasta,2020,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,1.03,1.03,1.03,1.03,1.03,1.03
103101,Hospital de Calama,2015,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.03,1.0,1.0,1.01,1.02,0.92,0.92,0.92,0.92,0.92,0.92
103101,Hospital de Calama,2016,0.91,0.91,0.91,0.91,0.91,0.91,0.87,0.84,0.84,0.85,0.85,0.85,0.99,0.99,0.99,0.99,0.99,0.99
103101,Hospital de Calama,2017,0.85,0.85,0.85,0.85,0.85,0.85,0.86,0.87,0.88,0.85,0.83,0.82,0.99,0.99,0.99,0.99,0.99,0.99
103101,Hospital de Calama,2018,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,13.47,13.47,13.47,13.47,13.47,13.47
103101,Hospital de Calama,2019,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,0.85,0.85,0.85,0.85,0.85,0.85
103101,Hospital de Calama,2020,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.11,0.11,0.11,0.11,0.11,0.11
104100,Hospital de Copiapó,2015,0.9,0.9,0.9,0.9,0.9,0.9,0.92,0.94,0.99,0.95,0.92,0.91,0.93,0.93,0.93,0.93,0.93,0.93
104100,Hospital de Copiapó,2016,0.85,0.85,0.85,0.85,0.85,0.85,0.9,0.97,0.98,0.9,0.86,0.84,0.95,0.95,0.95,0.95,0.95,0.95
104100,Hospital de Copiapó,2017,1.12,1.12,1.12,1.12,1.12,1.12,1.11,1.1,1.12,1.16,1.17,1.18,1.06,1.06,1.06,1.06,1.06,1.06
104100,Hospital de Copiapó,2018,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,1.05,1.05,1.05,1.05,1.05,1.05
104100,Hospital de Copiapó,2019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.03,1.03,1.03,1.03,1.03,1.03
104100,Hospital de Copiapó,2020,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,0.75,0.75,0.75,0.75,0.75,0.75
105100,Hospital de La Serena,2015,0.92,0.92,0.92,0.92,0.92,0.92,0.95,0.98,1.01,0.96,0.94,0.92,0.94,0.94,0.94,0.94,0.94,0.94
105100,Hospital de La Serena,2016,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.05,1.1,1.13,1.14,1.14,0.9,0.9,0.9,0.9,0.9,0.9
105100,Hospital de La Serena,2017,0.99,0.99,0.99,0.99,0.99,0.99,0.96,0.97,0.98,0.98,1.0,1.01,8106784234895396.0,8106784234895396.0,8106784234895396.0,inf,inf,inf
105100,Hospital de La Serena,2018,13.47,13.47,13.47,13.47,13.47,13.47,13.01,12.15,11.35,10.6,9.9,9.25,0.0,0.0,0.0,0.0,0.0,0.0
105100,Hospital de La Serena,2019,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,790569415042180.0,790569415042180.0,790569415042180.0,inf,inf,inf
105100,Hospital de La Serena,2020,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0
105101,Hospital de Coquimbo,2015,0.93,0.93,0.93,0.93,0.93,0.93,0.94,0.94,0.94,0.94,0.93,0.93,1.04,1.04,1.04,1.04,1.04,1.04
105101,Hospital de Coquimbo,2016,0.95,0.95,0.95,0.95,0.95,0.95,0.97,0.99,1.0,0.99,0.98,0.98,0.91,0.91,0.91,0.91,0.91,0.91
105101,Hospital de Coquimbo,2017,1.06,1.06,1.06,1.06,1.06,1.06,1.05,1.06,1.06,1.07,1.07,1.07,0.95,0.95,0.95,0.95,0.95,0.95
105101,Hospital de Coquimbo,2018,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.18,1.18,1.18,1.18,1.18,1.18
105101,Hospital de Coquimbo,2019,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.02,1.02,1.02,1.02,1.02,1.02
105101,Hospital de Coquimbo,2020,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.76,0.79,0.68,0.68,0.68,0.68,0.68,0.68
105102,Hospital de Ovalle,2015,0.95,0.95,0.95,0.95,0.95,0.95,0.98,1.02,1.05,1.06,1.05,1.04,0.86,0.86,0.86,0.86,0.86,0.86
105102,Hospital de Ovalle,2016,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.94,0.94,0.95,0.96,0.96,0.95,0.95,0.95,0.95,0.95,0.95
105102,Hospital de Ovalle,2017,0.94,0.94,0.94,0.94,0.94,0.94,0.97,1.01,1.04,1.06,1.07,1.09,1.0,1.0,1.0,1.0,1.0,1.0
105102,Hospital de Ovalle,2018,1.13,1.13,1.13,1.13,1.13,1.13,1.05,1.08,1.11,1.14,1.18,1.21,1.05,1.05,1.05,1.05,1.05,1.05
105102,Hospital de Ovalle,2019,1.07,1.07,1.07,1.07,1.07,1.07,1.04,1.05,1.06,1.05,1.07,1.09,1.1,1.1,1.1,1.1,1.1,1.1
105102,Hospital de Ovalle,2020,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.87,0.96,1.04,0.51,0.51,0.51,0.51,0.51,0.51
106100,Hospital Carlos Van Buren,2015,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.9,0.9,0.9,0.9,0.92,0.92,0.92,0.92,0.92,0.92
106100,Hospital Carlos Van Buren,2016,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,0.99,0.99,0.99,0.99,0.86,0.86,0.86,0.86,0.86,0.86
106100,Hospital Carlos Van Buren,2017,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.99,0.99,0.99,0.99,0.99,0.99
106100,Hospital Carlos Van Buren,2018,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.18,1.18,1.18,1.18,1.18,1.18
106100,Hospital Carlos Van Buren,2019,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,1.05,1.05,1.05,1.05,1.05,1.05
106100,Hospital Carlos Van Buren,2020,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.84,0.84,0.84,0.84,0.84,0.84
106102,Hospital Dr. Eduardo Pereira Ramírez,2015,0.85,0.85,0.85,0.85,0.85,0.85,0.83,0.82,0.82,0.82,0.82,0.81,0.87,0.87,0.87,0.87,0.87,0.87
106102,Hospital Dr. Eduardo Pereira Ramírez,2016,0.93,0.93,0.93,0.93,0.93,0.93,0.96,0.97,0.97,0.94,0.92,0.91,0.88,0.88,0.88,0.88,0.88,0.88
106102,Hospital Dr. Eduardo Pereira Ramírez,2017,0.96,0.96,0.96,0.96,0.96,0.96,0.97,0.98,0.98,1.0,1.01,1.02,1.15,1.15,1.15,1.15,1.15,1.15
106102,Hospital Dr. Eduardo Pereira Ramírez,2018,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.94,0.94,0.94,0.94,0.94,0.94
106102,Hospital Dr. Eduardo Pereira Ramírez,2019,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.97,0.97,0.97,0.97,0.97,0.97
106102,Hospital Dr. Eduardo Pereira Ramírez,2020,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.6,0.6,0.6,0.6,0.6,0.6
106103,Hospital Claudio Vicuña,2015,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.86,0.86,0.85,0.85,0.95,0.95,0.95,0.95,0.95,0.95
106103,Hospital Claudio Vicuña,2016,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.04,1.04,0.94,0.94,0.94,0.94,0.94,0.94
106103,Hospital Claudio Vicuña,2017,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,0.97,0.97,0.97,0.97,0.97,0.97
106103,Hospital Claudio Vicuña,2018,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.07,1.07,1.07,1.07,1.07,1.07
106103,Hospital Claudio Vicuña,2019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.14,1.14,1.14,1.14,1.14,1.14
106103,Hospital Claudio Vicuña,2020,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.78,0.78,0.78,0.78,0.78,0.78
107100,Hospital Dr. Gustavo Fricke,2015,0.87,0.87,0.87,0.87,0.87,0.87,0.96,0.96,0.95,0.92,0.9,0.9,0.89,0.89,0.89,0.89,0.89,0.89
107100,Hospital Dr. Gustavo Fricke,2016,0.88,0.88,0.88,0.88,0.88,0.88,0.87,0.91,0.95,0.93,0.91,0.9,1.0,1.0,1.0,1.0,1.0,1.0
107100,Hospital Dr. Gustavo Fricke,2017,1.15,1.15,1.15,1.15,1.15,1.15,1.17,1.13,1.11,1.09,1.06,1.05,1.1,1.1,1.1,1.1,1.1,1.1
107100,Hospital Dr. Gustavo Fricke,2018,0.94,0.94,0.94,0.94,0.94,0.94,1.02,1.04,1.02,1.0,0.99,0.97,1.1,1.1,1.1,1.1,1.1,1.1
107100,Hospital Dr. Gustavo Fricke,2019,0.97,0.97,0.97,0.97,0.97,0.97,1.1,1.19,1.28,1.38,1.49,1.6,0.91,0.91,0.91,0.91,0.91,0.91
107100,Hospital Dr. Gustavo Fricke,2020,0.6,0.6,0.6,0.6,0.6,0.6,0.54,0.55,0.66,0.8,0.95,1.14,0.52,0.52,0.52,0.52,0.52,0.52
107101,Hospital de Quillota,2015,0.95,0.95,0.95,0.95,0.95,0.95,0.98,0.99,0.98,0.96,0.96,0.95,0.83,0.83,0.83,0.83,0.83,0.83
107101,Hospital de Quillota,2016,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.96,0.96,0.94,0.94,0.94,0.99,0.99,0.99,0.99,0.99,0.99
107101,Hospital de Quillota,2017,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99
107101,Hospital de Quillota,2018,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.04,1.05,1.06,1.02,1.02,1.02,1.02,1.02,1.02
107101,Hospital de Quillota,2019,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.14,1.16,1.29,1.39,1.49,0.6,0.6,0.6,0.6,0.6,0.6
107101,Hospital de Quillota,2020,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.93,1.2,1.49,1.82,0.65,0.65,0.65,0.65,0.65,0.65
107102,Hospital de Quilpué,2015,0.86,0.86,0.86,0.86,0.86,0.86,0.87,0.87,0.84,0.83,0.82,0.82,0.99,0.99,0.99,0.99,0.99,0.99
107102,Hospital de Quilpué,2016,0.95,0.95,0.95,0.95,0.95,0.95,0.98,1.01,1.02,1.02,1.01,1.0,0.96,0.96,0.96,0.96,0.96,0.96
107102,Hospital de Quilpué,2017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.0,1.0,1.0,1.07,1.07,1.07,1.07,1.07,1.07
107102,Hospital de Quilpué,2018,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.89,0.89,0.89,0.89,0.89,0.89
107102,Hospital de Quilpué,2019,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,4.38,4.38,4.38,4.38,4.38,4.38
107102,Hospital de Quilpué,2020,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.52,0.53,0.16,0.16,0.16,0.16,0.16,0.16
108100,Hospital San Camilo de San Felipe,2015,0.94,0.94,0.94,0.94,0.94,0.94,0.9,0.9,0.91,0.95,0.97,0.97,1.02,1.02,1.02,1.02,1.02,1.02
108100,Hospital San Camilo de San Felipe,2016,0.9,0.9,0.9,0.9,0.9,0.9,0.98,1.04,1.05,0.97,0.94,0.94,0.9,0.9,0.9,0.9,0.9,0.9
108100,Hospital San Camilo de San Felipe,2017,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.04,1.06,1.05,1.04,1.04,0.85,0.85,0.85,0.85,0.85,0.85
108100,Hospital San Camilo de San Felipe,2018,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,1.02,1.02,1.02,1.02,1.02,1.02
108100,Hospital San Camilo de San Felipe,2019,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.03,1.03,1.03,1.03,1.03,1.03
108100,Hospital San Camilo de San Felipe,2020,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.68,0.68,0.68,0.68,0.68,0.68
108101,Hospital San Juan de Dios (Los Andes),2015,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.01,1.01,1.04,1.05,1.06,0.88,0.88,0.88,0.88,0.88,0.88
108101,Hospital San Juan de Dios (Los Andes),2016,0.96,0.96,0.96,0.96,0.96,0.96,1.0,1.03,1.02,0.99,0.97,0.96,0.84,0.84,0.84,0.84,0.84,0.84
108101,Hospital San Juan de Dios (Los Andes),2017,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.08,1.09,1.1,1.1,1.02,1.02,1.02,1.02,1.02,1.02
108101,Hospital San Juan de Dios (Los Andes),2018,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,1.1,1.1,1.1,1.1,1.1,1.1
108101,Hospital San Juan de Dios (Los Andes),2019,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,4.38,1.09,1.09,1.09,1.09,1.09,1.09
108101,Hospital San Juan de Dios (Los Andes),2020,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.18,0.19,0.2,0.21,0.23,0.58,0.58,0.58,0.58,0.58,0.58
109100,Hospital San José,2015,1.02,1.02,1.02,1.02,1.02,1.02,1.04,1.08,1.12,1.15,1.17,1.17,0.89,0.89,0.89,0.89,0.89,0.89
109100,Hospital San José,2016,0.83,0.83,0.83,0.83,0.83,0.83,0.84,0.85,0.87,0.89,0.89,0.89,0.94,0.94,0.94,0.94,0.94,0.94
109100,Hospital San José,2017,0.99,0.99,0.99,0.99,0.99,0.99,1.02,1.04,1.05,1.06,1.06,1.06,1.04,1.04,1.04,1.04,1.04,1.04
109100,Hospital San José,2018,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,0.9,0.9,0.9,0.9,0.9,0.9
109100,Hospital San José,2019,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.06,1.06,1.06,1.06,1.06,1.06
109100,Hospital San José,2020,0.73,0.73,0.73,0.73,0.73,0.73,0.75,0.75,0.75,0.75,0.75,0.75,0.41,0.41,0.41,0.41,0.41,0.41
109101,Hospital Roberto del Río,2015,1.02,1.02,1.02,1.02,1.02,1.02,1.04,1.1,1.16,1.18,1.17,1.15,0.85,0.85,0.85,0.85,0.85,0.85
109101,Hospital Roberto del Río,2016,0.9,0.9,0.9,0.9,0.9,0.9,0.89,0.9,0.93,0.95,0.98,0.99,0.93,0.93,0.93,0.93,0.93,0.93
109101,Hospital Roberto del Río,2017,0.85,0.85,0.85,0.85,0.85,0.85,0.9,0.91,0.91,0.89,0.87,0.86,0.96,0.96,0.96,0.96,0.96,0.96
109101,Hospital Roberto del Río,2018,1.02,1.02,1.02,1.02,1.02,1.02,0.99,0.99,0.99,0.99,0.99,0.99,0.49,0.49,0.49,0.49,0.49,0.49
109101,Hospital Roberto del Río,2019,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.05,1.05,1.05,1.05,1.05,1.05
109101,Hospital Roberto del Río,2020,0.68,0.68,0.68,0.68,0.68,0.68,0.74,0.84,0.88,0.92,0.97,1.02,0.83,0.83,0.83,0.83,0.83,0.83
110100,Hospital San Juan de Dios (Santiago),2015,0.84,0.84,0.84,0.84,0.84,0.84,0.82,0.81,0.82,0.83,0.85,0.85,0.97,0.97,0.97,0.97,0.97,0.97
110100,Hospital San Juan de Dios (Santiago),2016,1.0,1.0,1.0,1.0,1.0,1.0,1.05,1.07,1.06,1.03,1.01,1.0,0.88,0.88,0.88,0.88,0.88,0.88
110100,Hospital San Juan de Dios (Santiago),2017,1.07,1.07,1.07,1.07,1.07,1.07,1.06,1.07,1.08,1.09,1.09,1.09,0.98,0.98,0.98,0.98,0.98,0.98
110100,Hospital San Juan de Dios (Santiago),2018,1.11,1.11,1.11,1.11,1.11,1.11,1.13,1.13,1.13,1.13,1.13,1.13,1.1,1.1,1.1,1.1,1.1,1.1
110100,Hospital San Juan de Dios (Santiago),2019,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,0.92,0.92,0.92,0.92,0.92,0.92
110100,Hospital San Juan de Dios (Santiago),2020,0.62,0.62,0.62,0.62,0.62,0.62,0.6,0.58,0.58,0.58,0.58,0.58,0.59,0.59,0.59,0.59,0.59,0.59
110120,Hospital Félix Bulnes Cerda,2015,0.88,0.88,0.88,0.88,0.88,0.88,0.9,0.9,0.88,0.84,0.83,0.82,0.85,0.85,0.85,0.85,0.85,0.85
110120,Hospital Félix Bulnes Cerda,2016,0.84,0.84,0.84,0.84,0.84,0.84,0.82,0.82,0.83,0.86,0.88,0.88,0.96,0.96,0.96,0.96,0.96,0.96
110120,Hospital Félix Bulnes Cerda,2017,1.02,1.02,1.02,1.02,1.02,1.02,1.03,1.04,1.06,1.07,1.07,1.07,1.0,1.0,1.0,1.0,1.0,1.0
110120,Hospital Félix Bulnes Cerda,2018,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.97,0.97,0.97,0.97,0.97,0.97
110120,Hospital Félix Bulnes Cerda,2019,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.09,1.07,1.07,1.07,1.07,1.07,1.07
110120,Hospital Félix Bulnes Cerda,2020,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.76,0.76,0.76,0.76,0.76,0.76
110150,Hospital de Melipilla,2015,0.92,0.92,0.92,0.92,0.92,0.92,0.93,0.96,0.98,0.98,0.98,0.98,0.87,0.87,0.87,0.87,0.87,0.87
110150,Hospital de Melipilla,2016,0.86,0.86,0.86,0.86,0.86,0.86,0.87,0.88,0.9,0.9,0.9,0.89,1.32,1.32,1.32,1.32,1.32,1.32
110150,Hospital de Melipilla,2017,0.99,0.99,0.99,0.99,0.99,0.99,1.01,1.02,1.02,1.0,0.99,0.98,0.77,0.77,0.77,0.77,0.77,0.77
110150,Hospital de Melipilla,2018,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.57,1.57,1.57,1.57,1.57,1.57
110150,Hospital de Melipilla,2019,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.21,1.21,1.21,1.21,1.21,1.21
110150,Hospital de Melipilla,2020,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.74,0.74,0.74,0.74,0.74,0.74
111100,Hospital Clínico San Borja Arriarán,2015,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.98,0.97,0.96,0.84,0.84,0.84,0.84,0.84,0.84
111100,Hospital Clínico San Borja Arriarán,2016,1.06,1.06,1.06,1.06,1.06,1.06,1.04,1.04,1.01,0.99,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0
111100,Hospital Clínico San Borja Arriarán,2017,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.9,0.91,0.92,0.92,1.07,1.07,1.07,1.07,1.07,1.07
111100,Hospital Clínico San Borja Arriarán,2018,0.71,0.71,0.71,0.71,0.71,0.71,0.75,0.8,0.86,0.92,0.99,1.06,1.11,1.11,1.11,1.11,1.11,1.11
111100,Hospital Clínico San Borja Arriarán,2019,1.05,1.05,1.05,1.05,1.05,1.05,1.07,1.1,1.12,1.14,1.17,1.19,1.19,1.19,1.19,1.19,1.19,1.19
111100,Hospital Clínico San Borja Arriarán,2020,0.79,0.79,0.79,0.79,0.79,0.79,0.81,0.98,1.19,1.44,1.74,2.1,0.62,0.62,0.62,0.62,0.62,0.62
111101,Hospital El Carmen de Maipú,2015,0.87,0.87,0.87,0.87,0.87,0.87,0.91,0.92,0.93,0.94,0.94,0.94,0.99,0.99,0.99,0.99,0.99,0.99
111101,Hospital El Carmen de Maipú,2016,1.32,1.32,1.32,1.32,1.32,1.32,1.05,0.99,0.97,1.12,1.2,1.26,0.89,0.89,0.89,0.89,0.89,0.89
111101,Hospital El Carmen de Maipú,2017,0.77,0.77,0.77,0.77,0.77,0.77,0.85,0.86,0.85,0.92,0.91,0.91,1.0,1.0,1.0,1.0,1.0,1.0
111101,Hospital El Carmen de Maipú,2018,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.57,1.46,1.55,1.63,0.77,0.77,0.77,0.77,0.77,0.77
111101,Hospital El Carmen de Maipú,2019,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.2,1.21,1.21,1.08,1.08,1.08,1.08,1.08,1.08
111101,Hospital El Carmen de Maipú,2020,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.82,1.44,2.56,3.68,0.57,0.57,0.57,0.57,0.57,0.57
111195,Hospital de Urgencia Asistencia Pública,2015,0.85,0.85,0.85,0.85,0.85,0.85,0.74,0.66,0.64,0.66,0.71,0.71,1.92,1.92,1.92,1.92,1.92,1.92
111195,Hospital de Urgencia Asistencia Pública,2016,0.96,0.96,0.96,0.96,0.96,0.96,0.98,0.9,0.89,0.91,0.91,0.91,0.95,0.95,0.95,0.95,0.95,0.95
111195,Hospital de Urgencia Asistencia Pública,2017,1.0,1.0,1.0,1.0,1.0,1.0,1.01,1.01,1.01,0.98,0.98,0.98,1.26,1.26,1.26,1.26,1.26,1.26
111195,Hospital de Urgencia Asistencia Pública,2018,0.97,0.97,0.97,0.97,0.97,0.97,1.05,1.08,1.08,1.08,1.08,1.08,0.88,0.88,0.88,0.88,0.88,0.88
111195,Hospital de Urgencia Asistencia Pública,2019,1.07,1.07,1.07,1.07,1.07,1.07,1.11,1.11,1.11,1.11,1.11,1.11,1.03,1.03,1.03,1.03,1.03,1.03
111195,Hospital de Urgencia Asistencia Pública,2020,0.76,0.76,0.76,0.76,0.76,0.76,0.9,0.89,0.88,0.89,0.91,0.92,1.11,1.11,1.11,1.11,1.11,1.11
112100,Hospital Del Salvador de Santiago,2015,0.99,0.99,0.99,0.99,0.99,0.99,1.01,1.01,1.01,1.01,1.01,1.01,1.02,1.02,1.02,1.02,1.02,1.02
112100,Hospital Del Salvador de Santiago,2016,0.92,0.92,0.92,0.92,0.92,0.92,0.93,0.93,0.92,0.91,0.91,0.91,0.83,0.83,0.83,0.83,0.83,0.83
112100,Hospital Del Salvador de Santiago,2017,1.08,1.08,1.08,1.08,1.08,1.08,1.08,1.1,1.11,1.12,1.12,1.12,0.99,0.99,0.99,0.99,0.99,0.99
112100,Hospital Del Salvador de Santiago,2018,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.03,1.03,1.03,1.03,1.03,1.03
