hospital_id,hospital_name,year,te_input_crs,te_input_vrs,te_input_nirs,te_output_crs,te_output_vrs,te_output_nirs,te_input_crs_grd,te_input_vrs_grd,te_input_nirs_grd,te_output_crs_grd,te_output_vrs_grd,te_output_nirs_grd,te_input_crs_region,te_input_vrs_region,te_input_nirs_region,te_output_crs_region,te_output_vrs_region,te_output_nirs_region
111100,Hospital Clínico San Borja Arriarán,2016,1.06,1.06,1.06,1.06,1.06,1.06,1.04,1.04,1.01,0.99,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0
111101,Hospital El Carmen de Maipú,2016,1.32,1.32,1.32,1.32,1.32,1.32,1.05,0.99,0.97,1.12,1.2,1.26,0.89,0.89,0.89,0.89,0.89,0.89
111195,Hospital de Urgencia Asistencia Pública,2016,0.96,0.96,0.96,0.96,0.96,0.96,0.98,0.9,0.89,0.91,0.91,0.91,0.95,0.95,0.95,0.95,0.95,0.95
112100,Hospital Del Salvador de Santiago,2016,0.92,0.92,0.92,0.92,0.92,0.92,0.93,0.93,0.92,0.91,0.91,0.91,0.83,0.83,0.83,0.83,0.83,0.83
112101,Hospital Santiago Oriente Luis Tisne,2016,0.95,0.95,0.95,0.95,0.95,0.95,1.01,1.08,1.14,1.09,1.04,1.01,0.89,0.89,0.89,0.89,0.89,0.89
112102,Hospital Luis Calvo Mackena,2016,0.85,0.85,0.85,0.85,0.85,0.85,0.88,0.9,0.92,0.87,0.85,0.83,0.92,0.92,0.92,0.92,0.92,0.92
112103,Hospital del Tórax,2016,0.94,0.94,0.94,0.94,0.94,0.94,0.96,1.0,1.05,1.07,1.06,1.05,0.99,0.99,0.99,0.99,0.99,0.99
112104,Instituto de Neurocirugía,2016,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.94,0.98,1.0,0.99,0.98,1.06,1.06,1.06,1.06,1.06,1.06
113100,Hospital Barros Luco Trudeau,2016,0.99,0.99,0.99,0.99,0.99,0.99,1.03,1.05,1.02,1.0,0.99,0.98,1.03,1.03,1.03,1.03,1.03,1.03
113130,Hospital Exequiel González Cortés,2016,0.95,0.95,0.95,0.95,0.95,0.95,0.97,0.99,1.02,1.03,1.02,1.02,0.98,0.98,0.98,0.98,0.98,0.98
113180,Hospital Sanatorio El Pino,2016,0.98,0.98,0.98,0.98,0.98,0.98,1.01,1.1,1.17,1.16,1.13,1.09,1.0,1.0,1.0,1.0,1.0,1.0
114101,Hospital Sótero del Río,2016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88,0.88,0.88,0.88,0.88,0.88
114103,Hospital Padre Alberto Hurtado,2016,0.96,0.96,0.96,0.96,0.96,0.96,1.01,1.06,1.1,1.08,1.03,1.01,0.9,0.9,0.9,0.9,0.9,0.9
115100,Hospital de Rancagua,2016,0.94,0.94,0.94,0.94,0.94,0.94,0.96,1.0,1.04,1.04,1.02,0.99,0.8,0.8,0.8,0.8,0.8,0.8
115107,Hospital San Fernando,2016,0.88,0.88,0.88,0.88,0.88,0.88,0.87,0.82,0.81,0.82,0.82,0.82,0.96,0.96,0.96,0.96,0.96,0.96
116100,Hospital de Curicó,2016,0.9,0.9,0.9,0.9,0.9,0.9,0.97,0.98,0.91,0.84,0.81,0.8,0.9,0.9,0.9,0.9,0.9,0.9
116105,Hospital de Talca,2016,0.9,0.9,0.9,0.9,0.9,0.9,0.93,0.97,0.99,0.98,0.98,0.97,0.79,0.79,0.79,0.79,0.79,0.79
116108,Hospital de Linares,2016,0.8,0.8,0.8,0.8,0.8,0.8,0.82,0.83,0.82,0.8,0.79,0.79,0.96,0.96,0.96,0.96,0.96,0.96
117101,Hospital de Chillán,2016,0.96,0.96,0.96,0.96,0.96,0.96,0.92,0.93,0.95,0.98,1.02,1.04,1.08,1.08,1.08,1.08,1.08,1.08
117102,Hospital de San Carlos,2016,0.99,0.99,0.99,0.99,0.99,0.99,1.04,1.05,1.04,1.01,0.98,0.98,1.05,1.05,1.05,1.05,1.05,1.05
118100,Hospital Guillermo Grant Benavente,2016,1.08,1.08,1.08,1.08,1.08,1.08,1.02,1.03,1.01,1.05,1.07,1.09,0.97,0.97,0.97,0.97,0.97,0.97
118105,Hospital de Coronel,2016,1.05,1.05,1.05,1.05,1.05,1.05,1.03,0.98,0.93,0.89,0.86,0.83,0.9,0.9,0.9,0.9,0.9,0.9
119100,Hospital de Las Higueras,2016,0.97,0.97,0.97,0.97,0.97,0.97,0.94,0.91,0.9,0.92,0.94,0.95,0.92,0.92,0.92,0.92,0.92,0.92
120101,Hospital de Los Ángeles,2016,0.9,0.9,0.9,0.9,0.9,0.9,0.91,0.91,0.94,0.93,0.93,0.92,0.94,0.94,0.94,0.94,0.94,0.94
121109,Hospital de Temuco,2016,0.92,0.92,0.92,0.92,0.92,0.92,0.94,0.95,0.97,0.96,0.95,0.95,0.88,0.88,0.88,0.88,0.88,0.88
122100,Hospital de Valdivia,2016,0.79,0.79,0.79,0.79,0.79,0.79,0.83,0.89,0.94,0.9,0.86,0.84,0.84,0.84,0.84,0.84,0.84,0.84
123100,Hospital de Osorno,2016,0.88,0.88,0.88,0.88,0.88,0.88,0.91,0.92,0.92,0.89,0.86,0.85,0.69,0.69,0.69,0.69,0.69,0.69
124105,Hospital de Puerto Montt,2016,0.88,0.88,0.88,0.88,0.88,0.88,0.87,0.86,0.86,0.86,0.86,0.86,0.85,0.85,0.85,0.85,0.85,0.85
125100,Hospital de Coyhaique,2016,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,0.91,,,,,,
126100,Hospital Regional de Punta Arenas,2016,0.92,0.92,0.92,0.92,0.92,0.92,0.97,1.05,1.1,1.09,1.07,1.05,,,,,,
129100,Hospital de Angol,2016,0.84,0.84,0.84,0.84,0.84,0.84,0.88,0.93,0.99,0.96,0.91,0.89,,,,,,
129106,Hospital de Victoria,2016,0.69,0.69,0.69,0.69,0.69,0.69,0.55,0.57,0.61,0.64,0.7,0.75,,,,,,
133150,Hospital de Castro,2016,0.89,0.89,0.89,0.89,0.89,0.89,0.94,1.04,1.15,1.14,1.13,1.1,,,,,,
