hospital_id,hospital_name,te_input_crs,te_input_vrs,te_input_nirs,te_output_crs,te_output_vrs,te_output_nirs,te_directional_crs,te_directional_vrs,te_directional_nirs,te_input_region_crs,te_input_region_vrs,te_input_region_nirs,te_output_region_crs,te_output_region_vrs,te_output_region_nirs,te_directional_region_crs,te_directional_region_vrs,te_directional_region_nirs,te_input_grd_crs,te_input_grd_vrs,te_input_grd_nirs,te_output_grd_crs,te_output_grd_vrs,te_output_grd_nirs,te_directional_grd_crs,te_directional_grd_vrs,te_directional_grd_nirs
106103,Hospital Claudio Vicuña,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.958,1.0,1.0,1.044,1.0,1.0,0.021,0.0,0.0,0.99,1.0,0.99,1.01,1.0,1.01,0.005,0.0,0.005
107100,Hospital Dr. Gustavo Fricke,0.626,0.736,0.736,1.597,1.267,1.267,0.23,0.133,0.133,0.676,1.0,0.676,1.48,1.0,1.48,0.194,0.0,0.194,0.915,0.979,0.979,1.093,1.02,1.02,0.045,0.01,0.01
107101,Hospital de Quillota,0.91,0.913,0.91,1.099,1.097,1.097,0.047,0.047,0.047,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.906,0.927,0.906,1.103,1.085,1.103,0.049,0.039,0.049
107102,Hospital de Quilpué,0.563,0.75,0.563,1.775,1.684,1.775,0.279,0.204,0.279,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.552,0.75,0.552,1.812,1.697,1.812,0.289,0.196,0.289
108100,Hospital San Camilo de San Felipe,0.939,0.942,0.939,1.065,1.065,1.065,0.031,0.031,0.031,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.948,0.968,0.948,1.055,1.038,1.055,0.027,0.017,0.027
108101,Hospital San Juan de Dios (Los Andes),1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.49,0.49,0.49,2.042,1.913,1.913,0.343,0.328,0.328,0.972,1.0,0.972,1.029,1.0,1.029,0.014,0.0,0.014
109100,Hospital San José,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.983,0.986,0.983,1.017,1.015,1.017,0.009,0.007,0.009,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
109101,Hospital Roberto del Río,0.369,0.397,0.369,2.709,2.553,2.553,0.461,0.455,0.461,0.642,0.686,0.642,1.557,1.555,1.557,0.218,0.201,0.218,0.458,0.481,0.458,2.182,1.955,1.955,0.371,0.37,0.371
110100,Hospital San Juan de Dios (Santiago),0.763,0.968,0.968,1.311,1.023,1.023,0.135,0.013,0.013,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.915,1.0,1.0,1.093,1.0,1.0,0.044,0.0,0.0
110120,Hospital Félix Bulnes Cerda,0.614,0.614,0.614,1.628,1.559,1.559,0.239,0.239,0.239,0.954,0.973,0.954,1.048,1.032,1.048,0.024,0.015,0.024,0.627,0.631,0.627,1.594,1.572,1.572,0.229,0.228,0.228
110150,Hospital de Melipilla,0.753,0.864,0.753,1.328,1.294,1.328,0.141,0.101,0.141,0.708,0.726,0.708,1.413,1.402,1.413,0.171,0.164,0.171,0.751,0.864,0.751,1.332,1.294,1.332,0.142,0.101,0.142
111100,Hospital Clínico San Borja Arriarán,0.564,0.67,0.67,1.772,1.24,1.24,0.279,0.176,0.176,0.926,0.98,0.926,1.079,1.022,1.079,0.038,0.01,0.038,0.646,0.677,0.677,1.549,1.246,1.246,0.215,0.182,0.182
111101,Hospital El Carmen de Maipú,0.483,0.525,0.525,2.07,1.697,1.697,0.348,0.286,0.286,0.828,0.85,0.828,1.208,1.202,1.208,0.094,0.086,0.094,0.522,0.534,0.534,1.917,1.728,1.728,0.314,0.287,0.287
111195,Hospital de Urgencia Asistencia Pública,0.242,0.272,0.242,4.137,3.24,3.24,0.611,0.605,0.611,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.314,0.318,0.314,3.189,2.49,2.49,0.523,0.519,0.519
112100,Hospital Del Salvador de Santiago,0.754,0.784,0.784,1.327,1.217,1.217,0.14,0.109,0.109,0.587,0.715,0.587,1.702,1.551,1.702,0.26,0.191,0.26,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
112101,Hospital Santiago Oriente Luis Tisne,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.61,1.0,0.61,1.64,1.0,1.64,0.242,0.0,0.242,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
112102,Hospital Luis Calvo Mackena,0.522,0.547,0.522,1.916,1.892,1.892,0.314,0.31,0.314,0.305,1.0,0.305,3.28,1.0,3.28,0.533,0.0,0.533,0.754,0.757,0.754,1.326,1.326,1.326,0.14,0.139,0.14
112103,Hospital del Tórax,0.4,0.9,0.4,2.497,2.459,2.459,0.428,0.1,0.428,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.726,0.9,0.726,1.378,1.353,1.378,0.159,0.1,0.159
112104,Instituto de Neurocirugía,0.24,0.9,0.24,4.165,3.743,4.165,0.613,0.1,0.613,0.644,0.764,0.644,1.552,1.551,1.551,0.216,0.17,0.216,0.43,0.9,0.43,2.326,2.27,2.326,0.399,0.1,0.399
113100,Hospital Barros Luco Trudeau,0.647,1.0,1.0,1.546,1.0,1.0,0.214,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.742,1.0,1.0,1.347,1.0,1.0,0.148,0.0,0.0
113130,Hospital Exequiel González Cortés,0.512,0.638,0.512,1.952,1.928,1.952,0.323,0.295,0.323,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.642,0.712,0.642,1.558,1.534,1.558,0.218,0.194,0.218
113180,Hospital Sanatorio El Pino,0.754,0.797,0.797,1.325,1.191,1.191,0.14,0.1,0.1,0.964,0.972,0.964,1.038,1.03,1.038,0.019,0.014,0.019,0.826,0.838,0.838,1.21,1.161,1.161,0.095,0.082,0.082
114101,Hospital Sótero del Río,0.637,1.0,1.0,1.569,1.0,1.0,0.221,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.748,1.0,1.0,1.337,1.0,1.0,0.144,0.0,0.0
114103,Hospital Padre Alberto Hurtado,0.711,0.838,0.838,1.407,1.149,1.149,0.169,0.079,0.079,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.699,0.741,0.741,1.431,1.296,1.296,0.177,0.138,0.138
115100,Hospital de Rancagua,0.625,0.633,0.633,1.6,1.381,1.381,0.231,0.195,0.195,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.729,0.761,0.761,1.372,1.262,1.262,0.157,0.125,0.125
115107,Hospital San Fernando,0.906,0.996,0.906,1.103,1.009,1.103,0.049,0.003,0.049,0.653,1.0,1.0,1.53,1.0,1.0,0.21,0.0,0.0,0.864,0.994,0.864,1.157,1.015,1.157,0.073,0.004,0.073
116100,Hospital de Curicó,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
116105,Hospital de Talca,0.628,0.703,0.703,1.593,1.357,1.357,0.229,0.163,0.163,0.996,1.0,1.0,1.004,1.0,1.0,0.002,0.0,0.0,0.741,0.811,0.811,1.349,1.192,1.192,0.149,0.098,0.098
116108,Hospital de Linares,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
117101,Hospital de Chillán,0.68,0.764,0.764,1.47,1.197,1.197,0.19,0.107,0.107,0.776,1.0,1.0,1.288,1.0,1.0,0.126,0.0,0.0,0.718,0.779,0.779,1.393,1.204,1.204,0.164,0.106,0.106
117102,Hospital de San Carlos,0.811,1.0,0.811,1.233,1.0,1.233,0.104,0.0,0.104,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.812,1.0,0.812,1.232,1.0,1.232,0.104,0.0,0.104
118100,Hospital Guillermo Grant Benavente,0.549,1.0,1.0,1.82,1.0,1.0,0.291,0.0,0.0,0.9,1.0,1.0,1.111,1.0,1.0,0.053,0.0,0.0,0.708,1.0,1.0,1.412,1.0,1.0,0.171,0.0,0.0
118105,Hospital de Coronel,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.964,1.0,1.0,1.038,1.0,1.0,0.019,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
119100,Hospital de Las Higueras,0.663,0.76,0.76,1.507,1.236,1.236,0.202,0.122,0.122,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.738,0.771,0.771,1.355,1.274,1.274,0.151,0.125,0.125
120101,Hospital de Los Ángeles,0.709,0.909,0.909,1.41,1.071,1.071,0.17,0.04,0.04,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.748,0.789,0.789,1.337,1.245,1.245,0.144,0.114,0.114
121109,Hospital de Temuco,0.732,1.0,1.0,1.367,1.0,1.0,0.155,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.936,1.0,1.0,1.068,1.0,1.0,0.033,0.0,0.0
122100,Hospital de Valdivia,0.693,0.799,0.799,1.444,1.19,1.19,0.182,0.099,0.099,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.806,0.843,0.843,1.241,1.174,1.174,0.107,0.083,0.083
123100,Hospital de Osorno,0.6,0.601,0.601,1.667,1.455,1.455,0.25,0.228,0.228,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.631,0.636,0.636,1.586,1.428,1.428,0.227,0.208,0.208
124105,Hospital de Puerto Montt,0.516,0.655,0.655,1.937,1.352,1.352,0.319,0.175,0.175,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.627,0.671,0.671,1.594,1.382,1.382,0.229,0.179,0.179
125100,Hospital de Coyhaique,0.424,0.443,0.443,2.357,1.606,1.606,0.404,0.311,0.311,,,,,,,,,,0.445,0.456,0.456,2.247,1.623,1.623,0.384,0.316,0.316
126100,Hospital Regional de Punta Arenas,0.421,0.423,0.421,2.374,1.929,1.929,0.407,0.389,0.389,,,,,,,,,,0.503,0.507,0.503,1.987,1.873,1.873,0.33,0.325,0.325
129100,Hospital de Angol,0.693,0.831,0.693,1.442,1.342,1.442,0.181,0.12,0.181,,,,,,,,,,0.689,0.83,0.689,1.451,1.398,1.451,0.184,0.122,0.184
129106,Hospital de Victoria,0.602,0.752,0.602,1.66,1.583,1.66,0.248,0.188,0.248,,,,,,,,,,0.59,0.766,0.59,1.695,1.555,1.695,0.258,0.166,0.258
133150,Hospital de Castro,0.566,0.619,0.566,1.767,1.729,1.729,0.277,0.274,0.277,,,,,,,,,,0.571,0.657,0.571,1.751,1.729,1.729,0.273,0.25,0.273
