hospital_id,hospital_name,te_input_crs,te_input_vrs,te_input_nirs,te_output_crs,te_output_vrs,te_output_nirs,te_directional_crs,te_directional_vrs,te_directional_nirs,te_input_region_crs,te_input_region_vrs,te_input_region_nirs,te_output_region_crs,te_output_region_vrs,te_output_region_nirs,te_directional_region_crs,te_directional_region_vrs,te_directional_region_nirs,te_input_grd_crs,te_input_grd_vrs,te_input_grd_nirs,te_output_grd_crs,te_output_grd_vrs,te_output_grd_nirs,te_directional_grd_crs,te_directional_grd_vrs,te_directional_grd_nirs
112103,Hospital del Tórax,0.017,0.083,0.017,57.6,5.448,5.448,0.966,0.917,0.966,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.017,0.083,0.017,57.6,5.448,5.448,0.966,0.917,0.966
112104,Instituto de Neurocirugía,0.012,0.1,0.012,83.333,10.431,10.431,0.976,0.9,0.976,0.65,0.65,0.65,1.538,1.224,1.224,0.212,0.142,0.142,0.012,0.1,0.012,83.333,10.431,10.431,0.976,0.9,0.976
113100,Hospital Barros Luco Trudeau,0.041,1.0,1.0,24.643,1.0,1.0,0.922,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.041,1.0,1.0,24.643,1.0,1.0,0.922,0.0,0.0
113130,Hospital Exequiel González Cortés,0.053,0.067,0.053,18.75,3.023,3.023,0.899,0.823,0.823,0.753,1.0,1.0,1.327,1.0,1.0,0.141,0.0,0.0,0.053,0.067,0.053,18.75,3.023,3.023,0.899,0.823,0.823
113180,Hospital Sanatorio El Pino,0.027,0.042,0.027,37.161,1.844,1.844,0.948,0.653,0.653,0.963,1.0,1.0,1.039,1.0,1.0,0.019,0.0,0.0,0.027,0.042,0.027,37.161,1.875,1.875,0.948,0.653,0.653
114101,Hospital Sótero del Río,0.022,1.0,1.0,46.296,1.0,1.0,0.958,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.022,1.0,1.0,46.296,1.0,1.0,0.958,0.0,0.0
114103,Hospital Padre Alberto Hurtado,0.024,0.027,0.024,41.302,1.447,1.447,0.953,0.336,0.336,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.024,0.027,0.024,41.302,1.448,1.448,0.953,0.336,0.336
115100,Hospital de Rancagua,0.053,0.991,0.991,18.929,1.004,1.004,0.9,0.003,0.003,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.053,0.991,0.991,18.929,1.004,1.004,0.9,0.003,0.003
115107,Hospital San Fernando,0.025,0.077,0.025,40.625,4.125,4.125,0.952,0.923,0.952,0.88,1.0,1.0,1.136,1.0,1.0,0.064,0.0,0.0,0.025,0.077,0.025,40.625,4.125,4.125,0.952,0.923,0.952
116100,Hospital de Curicó,0.033,0.042,0.033,30.0,1.719,1.719,0.935,0.522,0.522,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.033,0.042,0.033,30.0,1.719,1.719,0.935,0.522,0.522
116105,Hospital de Talca,0.027,0.67,0.67,36.538,1.091,1.091,0.947,0.072,0.072,0.949,1.0,1.0,1.054,1.0,1.0,0.026,0.0,0.0,0.027,0.833,0.833,36.538,1.05,1.05,0.947,0.038,0.038
116108,Hospital de Linares,0.033,0.059,0.033,30.357,2.39,2.39,0.936,0.861,0.861,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.033,0.059,0.033,30.357,2.556,2.556,0.936,0.861,0.861
117101,Hospital de Chillán,0.03,0.205,0.205,33.333,1.426,1.426,0.942,0.294,0.294,0.052,1.0,1.0,19.348,1.0,1.0,0.902,0.0,0.0,0.03,0.205,0.205,33.333,1.466,1.466,0.942,0.294,0.294
117102,Hospital de San Carlos,0.111,0.111,0.111,9.0,2.125,2.125,0.8,0.627,0.627,0.56,1.0,1.0,1.786,1.0,1.0,0.282,0.0,0.0,0.111,0.111,0.111,9.0,2.125,2.125,0.8,0.627,0.627
118100,Hospital Guillermo Grant Benavente,0.052,1.0,1.0,19.348,1.0,1.0,0.902,0.0,0.0,0.02,0.02,0.02,51.042,1.281,1.281,0.962,0.226,0.226,0.052,1.0,1.0,19.348,1.0,1.0,0.902,0.0,0.0
118105,Hospital de Coronel,0.56,1.0,1.0,1.786,1.0,1.0,0.282,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.56,1.0,1.0,1.786,1.0,1.0,0.282,0.0,0.0
119100,Hospital de Las Higueras,0.02,0.02,0.02,51.042,1.442,1.442,0.962,0.325,0.325,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.02,0.02,0.02,51.042,1.449,1.449,0.962,0.326,0.326
120101,Hospital de Los Ángeles,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
121109,Hospital de Temuco,0.029,0.525,0.525,35.0,1.263,1.263,0.944,0.177,0.177,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.029,0.558,0.558,35.0,1.223,1.223,0.944,0.15,0.15
122100,Hospital de Valdivia,0.037,0.354,0.354,26.875,1.379,1.379,0.928,0.24,0.24,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.037,0.354,0.354,26.875,1.379,1.379,0.928,0.24,0.24
123100,Hospital de Osorno,0.03,0.157,0.157,33.621,1.575,1.575,0.942,0.41,0.41,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.03,0.157,0.157,33.621,1.578,1.578,0.942,0.41,0.41
124105,Hospital de Puerto Montt,0.03,0.418,0.418,33.5,1.311,1.311,0.942,0.211,0.211,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.03,0.418,0.418,33.5,1.344,1.344,0.942,0.229,0.229
125100,Hospital de Coyhaique,0.02,0.05,0.02,50.526,2.966,2.966,0.961,0.95,0.961,,,,,,,,,,0.02,0.05,0.02,50.526,2.966,2.966,0.961,0.95,0.961
126100,Hospital Regional de Punta Arenas,0.011,0.029,0.011,94.444,3.621,3.621,0.979,0.971,0.979,,,,,,,,,,0.011,0.029,0.011,88.521,3.405,3.405,0.978,0.971,0.978
129100,Hospital de Angol,0.28,0.762,0.762,3.571,1.038,1.038,0.562,0.035,0.035,,,,,,,,,,0.28,0.761,0.761,3.571,1.038,1.038,0.562,0.036,0.036
129106,Hospital de Victoria,0.111,0.111,0.111,9.0,2.493,2.493,0.8,0.665,0.665,,,,,,,,,,0.111,0.111,0.111,9.0,2.493,2.493,0.8,0.665,0.665
133150,Hospital de Castro,0.067,0.111,0.067,15.0,2.723,2.723,0.875,0.86,0.86,,,,,,,,,,0.067,0.111,0.067,15.0,2.723,2.723,0.875,0.86,0.86
