hospital_id,hospital_name,te_input_crs,te_input_vrs,te_input_nirs,te_output_crs,te_output_vrs,te_output_nirs,te_directional_crs,te_directional_vrs,te_directional_nirs,te_input_region_crs,te_input_region_vrs,te_input_region_nirs,te_output_region_crs,te_output_region_vrs,te_output_region_nirs,te_directional_region_crs,te_directional_region_vrs,te_directional_region_nirs,te_input_grd_crs,te_input_grd_vrs,te_input_grd_nirs,te_output_grd_crs,te_output_grd_vrs,te_output_grd_nirs,te_directional_grd_crs,te_directional_grd_vrs,te_directional_grd_nirs
113180,Hospital Sanatorio El Pino,0.02,0.038,0.02,50.207,2.114,2.114,0.961,0.938,0.938,0.954,0.954,0.954,1.049,1.049,1.049,0.024,0.024,0.024,0.019,0.038,0.019,52.867,2.308,2.308,0.963,0.962,0.963
114101,Hospital Sótero del Río,0.018,1.0,1.0,54.734,1.0,1.0,0.964,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.018,1.0,1.0,54.734,1.0,1.0,0.964,0.0,0.0
114103,Hospital Padre Alberto Hurtado,0.021,0.026,0.021,47.306,1.565,1.565,0.959,0.473,0.473,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.021,0.026,0.021,47.306,1.707,1.707,0.959,0.483,0.483
115100,Hospital de Rancagua,0.039,0.216,0.216,25.455,1.406,1.406,0.924,0.301,0.301,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.039,0.216,0.216,25.455,1.357,1.357,0.924,0.26,0.26
115107,Hospital San Fernando,0.025,0.083,0.025,39.429,3.816,3.816,0.951,0.917,0.951,0.863,1.0,1.0,1.158,1.0,1.0,0.073,0.0,0.0,0.025,0.083,0.025,39.429,4.015,4.015,0.951,0.917,0.951
116100,Hospital de Curicó,0.035,0.043,0.035,28.633,1.544,1.544,0.933,0.42,0.42,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.035,0.043,0.035,28.633,1.544,1.544,0.933,0.42,0.42
116105,Hospital de Talca,0.02,0.385,0.385,49.459,1.123,1.123,0.96,0.103,0.103,0.867,1.0,1.0,1.154,1.0,1.0,0.071,0.0,0.0,0.02,0.648,0.648,49.459,1.087,1.087,0.96,0.07,0.07
116108,Hospital de Linares,0.026,0.053,0.026,38.0,2.302,2.302,0.949,0.947,0.949,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.026,0.053,0.026,38.0,2.515,2.515,0.949,0.947,0.949
117101,Hospital de Chillán,0.022,0.022,0.022,45.0,1.589,1.589,0.957,0.443,0.443,0.202,1.0,1.0,4.945,1.0,1.0,0.664,0.0,0.0,0.022,0.022,0.022,45.0,1.62,1.62,0.957,0.45,0.45
117102,Hospital de San Carlos,0.418,0.76,0.76,2.391,1.238,1.238,0.41,0.12,0.12,0.54,1.0,1.0,1.852,1.0,1.0,0.299,0.0,0.0,0.418,0.76,0.76,2.391,1.238,1.238,0.41,0.12,0.12
118100,Hospital Guillermo Grant Benavente,0.202,1.0,1.0,4.945,1.0,1.0,0.664,0.0,0.0,0.022,0.022,0.022,46.0,1.143,1.143,0.957,0.127,0.127,0.202,1.0,1.0,4.945,1.0,1.0,0.664,0.0,0.0
118105,Hospital de Coronel,0.54,1.0,1.0,1.852,1.0,1.0,0.299,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.54,1.0,1.0,1.852,1.0,1.0,0.299,0.0,0.0
119100,Hospital de Las Higueras,0.022,0.022,0.022,46.0,1.505,1.505,0.957,0.402,0.402,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.022,0.022,0.022,46.0,1.468,1.468,0.957,0.365,0.365
120101,Hospital de Los Ángeles,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
121109,Hospital de Temuco,0.033,0.528,0.528,30.0,1.137,1.137,0.935,0.106,0.106,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.033,0.89,0.89,30.0,1.034,1.034,0.935,0.026,0.026
122100,Hospital de Valdivia,0.029,0.034,0.034,34.167,1.575,1.575,0.943,0.46,0.46,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.029,0.034,0.034,34.167,1.557,1.557,0.943,0.436,0.436
123100,Hospital de Osorno,0.02,0.026,0.02,49.943,1.852,1.852,0.961,0.616,0.616,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.02,0.026,0.02,49.943,1.889,1.889,0.961,0.616,0.616
124105,Hospital de Puerto Montt,0.265,0.759,0.759,3.78,1.099,1.099,0.582,0.071,0.071,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.265,0.788,0.788,3.78,1.105,1.105,0.582,0.073,0.073
125100,Hospital de Coyhaique,0.012,0.034,0.012,80.409,3.411,3.411,0.975,0.966,0.975,,,,,,,,,,0.012,0.034,0.012,80.409,3.411,3.411,0.975,0.966,0.975
126100,Hospital Regional de Punta Arenas,0.011,0.028,0.011,91.636,2.974,2.974,0.978,0.972,0.978,,,,,,,,,,0.012,0.028,0.012,85.023,2.839,2.839,0.977,0.972,0.977
129100,Hospital de Angol,0.138,0.203,0.203,7.222,3.298,3.298,0.757,0.621,0.621,,,,,,,,,,0.138,0.203,0.203,7.222,3.326,3.326,0.757,0.621,0.621
129106,Hospital de Victoria,0.092,0.108,0.108,10.833,4.731,4.731,0.831,0.75,0.75,,,,,,,,,,0.092,0.108,0.108,10.833,4.826,4.826,0.831,0.75,0.75
133150,Hospital de Castro,0.032,0.053,0.032,31.667,3.826,3.826,0.939,0.93,0.93,,,,,,,,,,0.032,0.053,0.032,31.667,3.826,3.826,0.939,0.93,0.93
