hospital_fns_id;hospital_name_x;hospital_id;region_id;hospital_name_y;hospital_alternative_name;latitud;longitud;codigo;name_hospital
407;Hospital de Huasco;104104;3.0;Hospital Dr. Manuel Magalhaes Medling (Huasco);Hospital de Huasco;-284.568;-702.929;104104.0;Hospital Dr Manuel Magalhaes Medling (Huasco)
503;Hospital La Serena;105100;4.0;Hospital San Juan de Dios (La Serena);Hospital La Serena;-299.065;-702.432;105100.0;Hospital San Juan de Dios (La Serena)
504;Hospital Coquimbo;105101;4.0;Hospital San Pablo (Coquimbo);Hospital Coquimbo;-300.168;-712.544;105101.0;Hospital San Pablo (Coquimbo)
505;Hospital Ovalle;105102;4.0;Hospital Dr. Antonio Tirado Lanas (Ovalle);Hospital Ovalle;-305.991;-712.124;105102.0;Hospital Dr Antonio Tirado Lanas (Ovalle)
506;Hospital Illapel;105103;4.0;Hospital Dr. Humberto Elorza Cortés (Illapel);Hospital Illapel;-316.277;-713.682;105103.0;Hospital Dr. Humberto Elorza Cortéz (Illapel)
507;Hospital Salamanca;105104;4.0;Hospital de Salamanca;Hospital Salamanca;-316.344;-713.425;105104.0;Hospital de Salamanca
508;Hospital Combarbalá;105105;4.0;Hospital San Juan de Dios (Combarbalá);Hospital Combarbalá;-312.125;-712.355;105105.0;Hospital San Juan de Dios (Combarbalá)
509;Hospital de Andacollo;105106;4.0;Hospital Dr. José Arraño (Andacollo);Hospital de Andacollo;-299.047;-715.976;105106.0;Hospital Dr José Arraño (Andacollo)
5010;Hospital Vicuña;105107;4.0;Hospital San Juan de Dios (Vicuña);Hospital Vicuña;-300.309;-707.087;105107.0;Hospital San Juan de Dios (Vicuña)
5011;Hospital Los Vilos;105108;4.0;Hospital San Pedro (Los Vilos);Hospital Los Vilos;-319.075;-715.144;105108.0;Hospital San Pedro (Los Vilos)
603;Hospital Carlos Van Buren;106100;5.0;Hospital Carlos Van Buren (Valparaíso);Hospital Carlos Van Buren;-330.458;-716.229;106100.0;Hospital Carlos Van Buren (Valparaíso)
604;Hospital Claudio Vicuña;106103;5.0;Hospital Claudio Vicuña ( San Antonio);Hospital Claudio Vicuña;-335.996;-715.598;106103.0;Hospital Claudio Vicuña (San Antonio)
605;Hospital Del Salvador;106104;5.0;Hospital Del Salvador (Valparaíso);Hospital Del Salvador;-330.472;-713.567;106104.0;Hospital Del Salvador (Valparaíso)
606;Hospital San José Casablanca;106105;5.0;Hospital San José (Casablanca);Hospital San José Casablanca;-333.205;-714.102;106105.0;Hospital San José (Casablanca)
607;Hospital Doctor Eduardo Pereira;106102;5.0;Hospital Dr. Eduardo Pereira Ramírez (Valparaíso);Hospital Doctor Eduardo Pereira;-330.384;-716.264;106102.0;Hospital Dr Eduardo Pereira Ramírez (Valparaíso)
703;Hospital Doctor Gustavo Fricke;107100;5.0;Hospital Dr. Gustavo Fricke (Viña del Mar);Hospital Doctor Gustavo Fricke;-330.214;-715.537;107100.0;Hospital Dr Gustavo Fricke (Viña del Mar)
704;Hospital de Quillota;107101;5.0;Hospital San Martín (Quillota);Hospital de Quillota;-328.833;-712.482;107101.0;Hospital San Martín (Quillota)
705;Hospital de Quilpue;107102;5.0;Hospital de Quilpué;Hospital de Quilpué;-330.458;-714.457;107102.0;Hospital de Quilpué
706;Hospital de La Calera;107103;5.0;Hospital Dr. Mario Sánchez Vergara (La Calera);Hospital de La Calera;-327.875;-712.035;107103.0;Hospital Dr Mario Sánchez Vergara (La Calera)
707;Hospital Geriátrico Paz de la Tarde;107110;5.0;Hospital Centro Geriátrico Paz de la Tarde (Limache);Hospital Geriátrico Paz de la Tarde;-330.098;-712.544;107110.0;Hospital Centro Geriátrico Paz de la Tarde (Limache)
708;Hospital de Limache;107104;5.0;Hospital Santo Tomás (Limache);Hospital de Limache;-330.103;-712.549;107104.0;Hospital Santo Tomás (Limache)
709;Hospital de La Ligua;107105;5.0;Hospital San Agustín (La Ligua);Hospital de La Ligua;-324.478;-712.316;107105.0;Hospital San Agustín (La Ligua)
7010;Hospital Cabildo;107106;5.0;Hospital Dr. Víctor Hugo Moll (Cabildo);Hospital Cabildo;-324.285;-710.639;107106.0;Hospital Dr Víctor Hugo Moll (Cabildo)
7011;Hospital Petorca;107107;5.0;Hospital de Petorca;Hospital Petorca;-322.594;-709.392;107107.0;Hospital de Petorca
7012;Hospital de Quintero;107108;5.0;Hospital Adriana Cousiño (Quintero);Hospital de Quintero;-327.844;-715.269;107108.0;Hospital Adriana Cousiño (Quintero)
7013;Hospital Peñablanca;107109;5.0;Hospital Juana Ross de Edwards (Peñablanca, Villa Alemana);Hospital Peñablanca;-330.424;-713.724;107109.0;Hospital Juana Ross de Edwards (Peñablanca, Villa Alemana)
803;Hospital San Camilo de San Felipe;108100;5.0;Hospital de San Camilo (San Felipe);Hospital San Camilo de San Felipe;-327.521;-707.254;108100.0;Hospital de San Camilo (San Felipe)
804;Hospital San Juan de Dios de Los Andes;108101;5.0;Hospital San Juan de Dios (Los Andes);Hospital San Juan de Dios de Los Andes;-328.325;-705.984;108101.0;Hospital San Juan de Dios (Los Andes)
805;Hospital San Francisco de Llay Llay;108102;5.0;Hospital San Francisco (Llaillay);Hospital San Francisco de Llay Llay;-328.377;-709.502;108102.0;Hospital San Francisco (Llaillay)
806;Hospital San Antonio de  Putaendo;108104;5.0;Hospital San Antonio (Putaendo);Hospital San Antonio de  Putaendo;-326.214;-707.253;108104.0;Hospital San Antonio (Putaendo)
807;Hospital Psiquiátrico Doctor  Philippe Pinel de Putaendo;108105;5.0;Hospital Psiquiátrico Dr. Philippe Pinel (Putaendo);Hospital Psiquiátrico Doctor  Philippe Pinel de Putaendo;-326.212;-707.263;108105.0;Hospital Psiquiátrico Dr Philippe Pinel (Putaendo)
903;Hospital Rancagua;115100;6.0;Hospital Regional de Rancagua;Hospital Rancagua;-341.713;-707.449;115100.0;Hospital Regional de Rancagua
904;Hospital Graneros;115101;6.0;Hospital Santa Filomena (Graneros);Hospital Graneros;-340.667;-707.264;115101.0;Hospital Santa Filomena (Graneros)
905;Hospital Coínco;115102;6.0;Hospital de Coínco;Hospital Coínco;-342.667;-709.933;115102.0;Hospital de Coínco
906;Hospital Peumo;115103;6.0;Hospital Del Salvador (Peumo);Hospital Peumo;-343.903;-712.542;115103.0;Hospital Del Salvador (Peumo)
907;Hospital de Rengo;115104;6.0;Hospital Dr. Ricardo Valenzuela Sáez (Rengo);Hospital de Rengo;-344.065;-708.587;115104.0;Hospital Dr Ricardo Valenzuela Sáez (Rengo)
908;Hospital San Vicente;115105;6.0;Hospital San Vicente de Tagua-Tagua;Hospital San Vicente;-344.487;-709.682;115105.0;Hospital San Vicente de Tagua-Tagua
909;Hospital Pichidegua;115106;6.0;Hospital de Pichidegua;Hospital Pichidegua;-342.998;-712.786;115106.0;Hospital de Pichidegua
9010;Hospital San Fernando;115107;6.0;Hospital San Juan de Dios (San Fernando);Hospital San Fernando;-345.817;-709.899;115107.0;Hospital San Juan de Dios (San Fernando)
9011;Hospital Chimbarongo;115108;6.0;Hospital Mercedes (Chimbarongo);Hospital Chimbarongo;-347.239;-710.394;115108.0;Hospital Mercedes (Chimbarongo)
9012;Hospital Nancagua;115109;6.0;Hospital de Nancagua;Hospital Nancagua;-347.012;-711.288;115109.0;Hospital de Nancagua
9013;Hospital Santa Cruz;115110;6.0;Hospital de Santa Cruz;Hospital Santa Cruz;-346.364;-713.657;115110.0;Hospital de Santa Cruz
9014;Hospital Marchigue;115111;6.0;Hospital de Marchigüe;Hospital Marchigue;-344.231;-715.873;115111.0;Hospital de Marchigüe
9015;Hospital Pichilemu;115112;6.0;Hospital de Pichilemu;Hospital Pichilemu;-343.869;-720.095;115112.0;Hospital de Pichilemu
9016;Hospital de Lolol;115113;6.0;Hospital de Lolol;Hospital de Lolol;-347.589;-716.721;115113.0;Hospital de Lolol
9017;Hospital de Litueche;115114;6.0;Hospital de Litueche;Hospital de Litueche;-341.344;-716.822;115114.0;Hospital de Litueche
1003;Hospital Curicó;116100;7.0;Hospital San Juan de Dios (Curicó);Hospital Curicó;-349.824;-712.433;116100.0;Hospital San Juan de Dios (Curicó)
1004;Hospital de Teno;116101;7.0;Hospital de Teno;Hospital de Teno;-348.749;-711.676;116101.0;Hospital de Teno
1005;Hospital Molina;116102;7.0;Hospital de Molina;Hospital Molina;-351.155;-712.826;116102.0;Hospital de Molina
1006;Hospital Hualane;116103;7.0;Hospital de Hualañé;Hospital Hualane;-349.768;-717.986;116103.0;Hospital de Hualañé
1007;Hospital Licantén;116104;7.0;Hospital de Licantén;Hospital Licantén;-349.983;-718.771;116104.0;Hospital de Licantén
1008;Hospital Talca;116105;7.0;Hospital Dr. César Garavagno Burotto (Talca);Hospital Talca;-354.232;-716.485;116105.0;Hospital Dr César Garavagno Burotto (Talca)
1009;Hospital Curepto;116106;7.0;Hospital de Curepto;Hospital Curepto;-350.834;-720.038;116106.0;Hospital de Curepto
10010;Hospital Constitución;116107;7.0;Hospital de Constitución;Hospital Constitución;-353.329;-724.162;116107.0;Hospital de Constitución
10011;Hospital Linares;116108;7.0;Hospital Presidente Carlos Ibáñez del Campo (Linares);Hospital Linares;-358.487;-715.901;116108.0;Hospital Presidente Carlos Ibáñez del Campo (Linares)
10012;Hospital San Javier;116109;7.0;Hospital Dr. Abel Fuentealba Lagos de San Javier;Hospital San Javier;-355.911;-717.362;116109.0;Hospital Dr Abel Fuentealba Lagos (San Javier)
10013;Hospital Parral;116110;7.0;Hospital San José (Parral);Hospital Parral;-361.438;-718.369;116110.0;Hospital San José (Parral)
10014;Hospital Cauquenes;116111;7.0;Hospital San Juan de Dios (Cauquenes);Hospital Cauquenes;-359.637;-723.228;116111.0;Hospital San Juan de Dios (Cauquenes)
10015;Hospital Chanco;116112;7.0;Hospital Dr. Benjamín Pedreros (Chanco);Hospital Chanco;-357.335;-725.435;116112.0;Hospital Dr Benjamín Pedreros (Chanco)
1103;Hospital de Chillán;117101;16.0;Hospital Clínico Herminda Martín (Chillán);Hospital de Chillán;-366.063;-721.024;117101.0;Hospital Clínico Herminda Martín (Chillán)
1104;Hospital de San Carlos;117102;16.0;Hospital de San Carlos;Hospital de San Carlos;-364.267;-719.592;117102.0;Hospital de San Carlos
1105;Hospital de Bulnes;117103;16.0;Hospital Comunitario de Salud Familiar de Bulnes;Hospital de Bulnes;-367.411;-722.996;117103.0;Hospital Comunitario de Salud Familiar de Bulnes
1106;Hospital de Yungay;117104;16.0;Hospital Comunitario de Salud Familiar Pedro Morales Campos (Yungay);Hospital de Yungay;-371.013;-719.325;117104.0;Hospital Comunitario de Salud Familiar Pedro Morales Campos (Yungay)
1107;Hospital de Quirihue;117106;16.0;Hospital Comunitario de Salud Familiar de Quirihue;Hospital de Quirihue;-362.821;-725.323;117106.0;Hospital Comunitario de Salud Familiar de Quirihue
1108;Hospital de Coelemu;117108;16.0;Hospital Comunitario de Salud Familiar Dr. Eduardo Contreras Trabucco de Coelemu;Hospital de Coelemu;-364.942;-727.081;117108.0;Hospital Comunitario de Salud Familiar Dr Eduardo Contreras Trabucco de Coelemu
1109;Hospital El Carmen;117107;16.0;Hospital Comunitario de Salud Familiar de El Carmen;Hospital El Carmen;-365.639;-720.405;117107.0;Hospital Comunitario de Salud Familiar de El Carmen
1203;Hospital Guillermo  Grant Benavente;118100;8.0;Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción);Hospital Guillermo  Grant Benavente;-368.201;-730.503;118100.0;Hospital Clínico Regional Dr Guillermo Grant Benavente (Concepción)
1204;Hospital Traumatológico;118103;8.0;Hospital Traumatológico (Concepción);Hospital Traumatológico;-368.276;-730.565;118103.0;Hospital Traumatológico (Concepción)
1205;Hospital de Coronel;118105;8.0;Hospital San José (Coronel);Hospital de Coronel;-370.302;-731.412;118105.0;Hospital San José (Coronel)
1206;Hospital Lota;118106;8.0;Hospital de Lota;Hospital Lota;-370.887;-731.581;118106.0;Hospital de Lota
1207;Hospital Santa Juana;118107;8.0;Hospital Clorinda Avello (Santa Juana);Hospital Santa Juana;-371.696;-729.339;118107.0;Hospital Clorinda Avello (Santa Juana)
1208;Hospital Florida;118108;8.0;Hospital San Agustín de Florida;Hospital Florida;-368.227;-726.696;118108.0;Hospital de Florida
1303;Hospital Higueras;119100;8.0;Hospital Las Higueras (Talcahuano);Hospital Higueras;-367.185;-731.217;119100.0;Hospital Las Higueras (Talcahuano)
1304;Hospital Tome;119101;8.0;Hospital de Tomé;Hospital Tome;-366.206;-729.515;119101.0;Hospital de Tomé
1305;Hospital Penco Lirquén;119102;8.0;Hospital Penco - Lirquén;Hospital Penco Lirquén;-367.399;-729.955;119102.0;Hospital Penco - Lirquén
1403;Hospital Huepil;0;;;;;;;
1404;Hospital de Laja;120107;8.0;Hospital Comunitario Dr. Roberto Muñoz Urrutia de Huépil;Hospital Huepil;-376.869;-720.197;120107.0;Hospital Dr Roberto Muñoz Urrutia de Huépil
1405;Hospital de Los Ángeles;120105;8.0;Hospital Comunitario de Laja;Hospital de Laja;-372.837;-727.105;120105.0;Hospital de Laja
1406;Hospital de Mulchén;120101;8.0;Complejo Asistencial Dr. Víctor Ríos Ruiz (Los Ángeles);Hospital de Los Ángeles;-374.621;-723.604;120101.0;Complejo Asistencial Dr Víctor Ríos Ruiz (Los Angeles)
1407;Hospital de Nacimiento;120102;8.0;Hospital Comunitario de Mulchén;Hospital de Mulchén;-377.222;-722.329;120102.0;Hospital de Mulchén
1408;Hospital de Yumbel;120103;8.0;Hospital Comunitario de Nacimiento;Hospital de Nacimiento;-375.079;-726.766;120103.0;Hospital de Nacimiento
1409;Hospital Santa Bárbara;120104;8.0;Hospital Comunitario de Yumbel;Hospital de Yumbel;-370.846;-725.645;120104.0;Hospital de Yumbel
1503;Hospital Arauco;128113;8.0;Hospital San Vicente (Arauco);Hospital Arauco;-372.462;-733.219;128113.0;Hospital San Vicente (Arauco)
1504;Hospital de Cañete;128111;8.0;Hospital Intercultural Kallvu Llanka (Cañete);Hospital de Cañete;-378.047;-733.832;128111.0;Hospital Intercultural Kallvu Llanka (Cañete)
1505;Hospital Contulmo;128112;8.0;Hospital de Contulmo;Hospital Contulmo;-380.172;-732.277;128112.0;Hospital de Contulmo
1506;Hospital Curanilahue;128109;8.0;Hospital Provincial Dr. Rafael Avaría (Curanilahue);Hospital Curanilahue;-374.764;-733.437;128109.0;Hospital Provincial Dr Rafael Avaría (Curanilahue)
1507;Hospital Lebu;128110;8.0;Hospital de Lebu;Hospital Lebu;-376.088;-736.595;128110.0;Hospital de Lebu
1603;Hospital Angol;129100;9.0;Hospital Dr. Mauricio Heyermann (Angol);Hospital Angol;-377.966;-727.099;129100.0;Hospital Dr Mauricio Heyermann (Angol)
1604;Hospital Victoria;129106;9.0;Hospital San José de Victoria;Hospital Victoria;-382.363;-723.315;129106.0;Hospital San José (Victoria)
1605;Hospital Traiguén;129104;9.0;Hospital Dr. Dino Stagno M.(Traiguén);Hospital Traiguén;-382.502;-726.886;129104.0;Hospital Dr Dino Stagno M(Traiguén)
1606;Hospital de Collipulli;129103;9.0;Hospital de Collipulli;Hospital de Collipulli;-379.536;-724.364;129103.0;Hospital de Collipulli
1607;Hospital Purén;129101;9.0;Hospital de Purén;Hospital Purén;-380.503;-726.734;129101.0;Hospital de Purén
1608;Hospital Curacautín;129107;9.0;Hospital Dr. Oscar Hernández E.(Curacautín);Hospital Curacautín;-384.353;-718.888;129107.0;Hospital Dr Oscar Hernández E(Curacautín)
1609;Hospital de Lonquimay;129108;9.0;Hospital de Lonquimay;Hospital de Lonquimay;-384.476;-712.306;129108.0;Hospital de Lonquimay
1703;Consultorio de Miraflores;0;;;;;;;
1704;Hospital de Cunco;121113;9.0;Hospital Dr. Eduardo González Galeno (Cunco);Hospital de Cunco;-389.325;-720.292;121113.0;Hospital Dr Eduardo González Galeno (Cunco)
1705;Hospital Nueva Imperial;121114;9.0;Hospital Intercultural de Nueva Imperial;Hospital Nueva Imperial;-387.449;-729.503;121114.0;Hospital de Intercultura (Nueva Imperial)
1706;Hospital Villarica;121121;9.0;Hospital de Villarrica;Hospital Villarica;-392.868;-722.278;121121.0;Hospital de Villarrica
1707;Hospital Carahue;121115;9.0;Hospital de Carahue;Hospital Carahue;-387.082;-731.669;121115.0;Hospital de Carahue
1708;Hospital Gorbea;121119;9.0;Hospital de Gorbea;Hospital Gorbea;-390.973;-726.763;121119.0;Hospital de Gorbea
1709;Hospital Pitrufquén;121117;9.0;Hospital de Pitrufquén;Hospital Pitrufquén;-392.291;-726.402;121117.0;Hospital de Pitrufquén
17010;Hospital Puerto Saavedra;121116;9.0;Hospital Dr. Arturo Hillerns Larrañaga (Saavedra);Hospital Puerto Saavedra;-387.779;-734.003;121116.0;Hospital Dr Arturo Hillerns Larrañaga (Saavedra)
17011;Hospital Toltén;121118;9.0;Hospital de Toltén;Hospital Toltén;-392.144;-732.075;121118.0;Hospital de Toltén
17012;Hospital Galvarino;121111;9.0;Hospital de Galvarino;Hospital Galvarino;-384.178;-727.738;121111.0;Hospital de Galvarino
17013;Hospital Lautaro;121110;9.0;Hospital Dr. Abraham Godoy (Lautaro);Hospital Lautaro;-385.277;-724.466;121110.0;Hospital Dr Abraham Godoy (Lautaro)
17014;Hospital Loncoche;121120;9.0;Hospital de Loncoche;Hospital Loncoche;-393.702;-726.311;121120.0;Hospital de Loncoche
17015;Hospital Vilcún;121112;9.0;Hospital de Vilcún;Hospital Vilcún;-386.547;-722.248;121112.0;Hospital de Vilcún
17016;Hospital Temuco;121109;9.0;Hospital Dr. Hernán Henríquez Aravena (Temuco);Hospital Temuco;-387.335;-725.963;121109.0;Hospital Dr Hernán Henríquez Aravena (Temuco)
1803;Hospital de Valdivia;122100;14.0;Hospital Clínico Regional (Valdivia);Hospital de Valdivia;-398.099;-732.459;122100.0;Hospital Clínico Regional (Valdivia)
1804;Hospital de Corral;122101;14.0;Hospital de Corral;Hospital de Corral;-398.826;-734.306;122101.0;Hospital de Corral
1805;Hospital de Los Lagos;122102;14.0;Hospital de Los Lagos;Hospital de Los Lagos;-398.561;-728.254;122102.0;Hospital de Los Lagos
1806;Hospital de Lanco;122103;14.0;Hospital de Lanco;Hospital de Lanco;-394.529;-727.751;122103.0;Hospital de Lanco
1807;Hospital de La Unión;122104;14.0;Hospital Juan Morey (La Unión);Hospital de La Unión;-402.931;-730.812;122104.0;Hospital Juan Morey (La Unión)
1808;Hospital de Río Bueno;122105;14.0;Hospital de Río Bueno;Hospital de Río Bueno;-403.326;-729.535;122105.0;Hospital de Río Bueno
1809;Hospital de Paillaco;122106;14.0;Hospital de Paillaco;Hospital de Paillaco;-400.692;-728.776;122106.0;Hospital de Paillaco
18010;Consultorio Externo;0;;;;;;;
1903;Hospital de Osorno;123100;10.0;Hospital Base San José de Osorno;Hospital de Osorno;-405.744;-731.252;123100.0;Hospital Base de Osorno
1904;Hospital Puerto Octay;123103;10.0;Hospital de Puerto Octay;Hospital Puerto Octay;-409.736;-729.002;123103.0;Hospital de Puerto Octay
1905;Hospital Purranque;123101;10.0;Hospital de Purranque;Hospital Purranque;-409.074;-731.689;123101.0;Hospital de Purranque
1906;Hospital de Río Negro;123102;10.0;Hospital de Río Negro;Hospital de Río Negro;-407.839;-732.163;123102.0;Hospital de Río Negro
1907;Hospital Misión San Juan de la Costa;123104;10.0;Hospital Misión San Juan de la Costa;Hospital Misión San Juan de la Costa;-405.785;-733.772;123104.0;Hospital Mision San Juan de la Costa
1908;Hospital del Perpetuo Socorro de Quilacahuín;123105;10.0;Hospital del Perpetuo Socorro de Quilacahuín;Hospital del Perpetuo Socorro de Quilacahuín;-407.554;-734.516;123105.0;Hospital del Perpetuo Socorrro de Quilacahuin
2003;Hospital Calbuco;124130;10.0;Hospital de Calbuco;Hospital Calbuco;-417.726;-731.315;124130.0;Hospital de Calbuco
2004;Hospital Chaitén;0;;;;;;;
2005;Hospital de Fresia;124120;10.0;Hospital de Fresia;Hospital de Fresia;-411.517;-734.081;124120.0;Hospital de Fresia
2006;Hospital de Frutillar;124115;10.0;Hospital de Frutillar;Hospital de Frutillar;-411.267;-730.707;124115.0;Hospital de Frutillar
2007;Hospital Futaleufú;124145;10.0;Hospital de Futaleufú;Hospital Futaleufú;-431.863;-718.684;124145.0;Hospital de Futaleufú
2008;Hospital de Llanquihue;124110;10.0;Hospital de Llanquihue;Hospital de Llanquihue;-412.606;-730.042;124110.0;Hospital de Llanquihue
2009;Hospital de Maullín;124125;10.0;Hospital de Maullín;Hospital de Maullín;-416.192;-736.056;124125.0;Hospital de Maullín
20010;Hospital de Palena;124140;10.0;Hospital de Palena;Hospital de Palena;-436.161;-718.036;124140.0;Hospital de Palena
20011;Hospital de Puerto Montt;124105;10.0;Hospital de Puerto Montt;Hospital de Puerto Montt;-414.687;-729.411;124105.0;Hospital de Puerto Montt
2104;Hospital de Cisnes;125104;11.0;Hospital Dr. Jorge Ibar (Cisnes);Hospital de Cisnes;-447.477;-726.964;125104.0;Hospital Dr Jorge Ibar (Cisnes)
2105;Hospital de Chile Chico;125102;11.0;Hospital Dr. Leopoldo Ortega R. (Chile Chico);Hospital de Chile Chico;-465.416;-717.265;125102.0;Hospital Dr Leopoldo Ortega R (Chile Chico)
2106;Hospital de Cochrane;125103;11.0;Hospital Lord Cochrane;Hospital de Cochrane;-472.549;-725.687;125103.0;Hospital Lord Cochrane
2107;Hospital de Coyhaique;125100;11.0;Hospital Regional (Coihaique);Hospital de Coyhaique;-455.713;-720.661;125100.0;Hospital Regional de Coihaique
2108;Hospital de Puerto Aysén;125101;11.0;Hospital de Puerto Aysén;Hospital de Puerto Aysén;-454.037;-726.993;125101.0;Hospital de Puerto Aisén
2203;Hospital Porvenir;126102;12.0;Hospital Dr. Marco Antonio Chamorro ( Porvenir);Hospital Porvenir;-532.984;-703.683;126102.0;Hospital Dr Marco Antonio Chamorro (Porvenir)
2204;Hospital de Puerto Natales;126101;12.0;Hospital Dr. Augusto Essmann Burgos ( Natales);Hospital de Puerto Natales;-517.264;-725.143;126101.0;Hospital Dr Augusto Essmann Burgos ( Natales)
2205;Hospital Regional de Punta Arenas;126100;12.0;Hospital Clínico de Magallanes Dr. Lautaro Navarro Avaria;Hospital Regional de Punta Arenas;-531.598;-709.056;126100.0;Hospital Dr Lautaro Navarro Avaria (Punta Arenas)
2303;Hospital del Tórax;112103;13.0;Instituto Nacional de Enfermedades Respiratorias y Cirugía Torácica;Hospital del Tórax;-334.428;-706.193;112103.0;Instituto Nacional de Enfermedades Respiratorias y Cirugía Torácica
2304;Hospital Luis Calvo Mackenna;112102;13.0;Hospital de Niños Dr. Luis Calvo Mackenna (Santiago, Providencia);Hospital Luis Calvo Mackenna;-334.401;-706.112;112102.0;Hospital de Niños Dr Luis Calvo Mackenna (Santiago, Providencia)
2305;Hospital Santiago Oriente Luis Tisne;112101;13.0;Hospital Dr. Luis Tisné B. (Santiago, Peñalolén);Hospital Santiago Oriente Luis Tisne;-334.711;-705.302;112101.0;Hospital Dr Luis Tisné B (Santiago, Peñalolén)
2306;Hospital Salvador;112100;13.0;Hospital Del Salvador (Santiago, Providencia);Hospital Salvador;-334.345;-706.196;112100.0;Hospital Del Salvador (Santiago, Providencia)
2307;Instituto de Geriatría;112106;13.0;Instituto Nacional Geriátrico Presidente Eduardo Frei Montalva;Instituto de Geriatría;-334.269;-706.456;112106.0;Instituto Nacional Geriátrico Presidente Eduardo Frei Montalva
2308;Instituto de Neurocirugía;112104;13.0;Instituto de Neurocirugía Dr. Alfonso Asenjo;Instituto de Neurocirugía;-334.384;-706.492;112104.0;Instituto de Neurocirugía Dr Alfonso Asenjo
2309;Instituto Pedro Aguirre Cerda;112105;13.0;Instituto Nacional de Rehabilitación Infantil Presidente Pedro Aguirre Cerda;Instituto Pedro Aguirre Cerda;-334.285;-706.498;112105.0;Instituto Nacional de Rehabilitación Infantil Presidente Pedro Aguirre Cerda
23010;Hospital de Hanga Roa;112107;13.0;Hospital Hanga Roa (Isla De Pascua);Hospital de Hanga Roa;-271.501;-1.094.209;112107.0;Hospital Hanga Roa (Isla De Pascua)
2404;Hospital Clínico San Borja Arriaran;111100;13.0;Hospital Clínico San Borja-Arriarán (Santiago, Santiago);Hospital Clínico San Borja Arriaran;-334.566;-706.495;111100.0;Hospital Clínico San Borja-Arriarán (Santiago, Santiago)
2405;Hospital De Urgencia Asistencia Pública;0;;;;;;;
2406;Hospital El Carmen de Maipú;111101;13.0;Hospital Clínico Metropolitano El Carmen Doctor Luis Valentín Ferrada;Hospital El Carmen;-335.089;-707.552;111101.0;Hospital Clínico Metropolitano El Carmen
2503;Hospital Barros Luco Trudeau;113100;13.0;Hospital Barros Luco Trudeau (Santiago, San Miguel);Hospital Barros Luco Trudeau;-334.866;-706.614;113100.0;Hospital Barros Luco Trudeau (Santiago, San Miguel)
2504;Hospital Enfermedades Infecciosas;113160;13.0;Hospital de Enfermedades Infecciosas Dr. Lucio Córdova (Santiago, San Miguel);Hospital Enfermedades Infecciosas;-334.984;-706.529;113160.0;Hospital de Enfermedades Infecciosas Dr Lucio Córdova (Santiago, San Miguel)
2505;Hospital Exequiel González Cortés;113130;13.0;Hospital Dr. Exequiel González Cortés (Santiago, San Miguel);Hospital Exequiel González Cortés;-335.013;-706.541;113130.0;Hospital Dr Exequiel González Cortés (Santiago, San Miguel)
2506;Hospital San Luis de Buin;113150;13.0;Hospital San Luis (Buin);Hospital San Luis de Buin;-337.336;-707.478;113150.0;Hospital San Luis (Buin)
