hospital_id,hospital_name,2014_te_crs,2014_te_vrs,2014_te_nirs,2015_te_crs,2015_te_vrs,2015_te_nirs,2016_te_crs,2016_te_vrs,2016_te_nirs,2017_te_crs,2017_te_vrs,2017_te_nirs,2018_te_crs,2018_te_vrs,2018_te_nirs,2019_te_crs,2019_te_vrs,2019_te_nirs,2020_te_crs,2020_te_vrs,2020_te_nirs
107101,Hospital de Quillota,1.016,1.007,1.007,1.099,1.097,1.097,1.201,1.2,1.201,36.833,2.885,2.885,38.571,2.906,2.906,37.238,2.898,2.898,40.909,2.714,2.714
107102,Hospital de Quilpué,1.596,1.576,1.576,1.775,1.684,1.775,1.724,1.706,1.724,24.5,3.646,3.646,41.25,4.502,4.502,37.5,4.62,4.62,30.0,4.027,4.027
108100,Hospital San Camilo de San Felipe,1.0,1.0,1.0,1.065,1.065,1.065,1.06,1.039,1.039,29.25,2.425,2.425,23.571,2.551,2.551,30.0,2.541,2.541,23.077,2.584,2.584
108101,Hospital San Juan de Dios (Los Andes),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.286,2.268,2.268,18.409,2.445,2.445,26.286,2.677,2.677,22.917,2.734,2.734
109100,Hospital San José,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.373,1.0,1.0,22.95,1.0,1.0,26.755,1.0,1.0,19.333,1.0,1.0
109101,Hospital Roberto del Río,2.533,2.12,2.12,2.709,2.553,2.553,2.877,2.591,2.591,75.214,3.809,3.809,55.385,3.944,3.944,94.5,3.842,3.842,60.714,4.935,4.935
110100,Hospital San Juan de Dios (Santiago),1.303,1.037,1.037,1.311,1.023,1.023,1.252,1.012,1.013,34.878,1.098,1.098,36.494,1.079,1.079,33.55,1.0,1.0,33.778,1.0,1.0
110120,Hospital Félix Bulnes Cerda,1.777,1.554,1.554,1.628,1.559,1.559,1.617,1.372,1.372,40.083,1.782,1.782,52.031,1.932,1.932,9.5,1.791,1.791,38.0,1.665,1.665
110150,Hospital de Melipilla,1.222,1.0,1.222,1.328,1.294,1.328,1.436,1.434,1.434,36.0,3.465,3.465,28.636,4.691,4.691,55.2,5.146,5.146,11.25,2.458,2.458
111100,Hospital Clínico San Borja Arriarán,1.625,1.196,1.196,1.772,1.24,1.24,1.578,1.132,1.132,37.545,1.231,1.231,49.6,1.199,1.199,33.889,1.267,1.267,32.0,1.469,1.469
111101,Hospital El Carmen de Maipú,4.039,3.738,3.738,2.07,1.697,1.697,1.885,1.515,1.515,41.125,1.703,1.703,49.143,1.708,1.708,32.857,1.656,1.656,27.222,1.446,1.446
111195,Hospital de Urgencia Asistencia Pública,3.584,2.765,2.765,4.137,3.24,3.24,2.95,2.275,2.275,53.667,3.563,3.563,35.0,3.289,3.289,21.111,3.209,3.209,21.875,1.635,1.635
112100,Hospital Del Salvador de Santiago,1.511,1.349,1.349,1.327,1.217,1.217,1.743,1.615,1.615,41.167,1.937,1.937,47.432,1.959,1.959,42.714,1.677,1.677,44.792,1.755,1.755
112101,Hospital Santiago Oriente Luis Tisne,1.0,1.0,1.0,1.0,1.0,1.0,1.004,1.0,1.0,35.333,2.01,2.01,29.333,1.991,1.991,37.935,1.964,1.964,32.593,1.709,1.709
112102,Hospital Luis Calvo Mackena,1.904,1.891,1.891,1.916,1.892,1.892,1.937,1.895,1.895,52.765,3.368,3.368,70.312,3.925,3.925,73.2,3.831,3.831,78.0,3.838,3.838
112103,Hospital del Tórax,2.379,2.379,2.379,2.497,2.459,2.459,2.081,2.075,2.081,52.0,5.379,5.379,58.0,5.901,5.901,61.0,6.202,6.202,57.6,5.448,5.448
112104,Instituto de Neurocirugía,4.62,4.167,4.62,4.165,3.743,4.165,3.511,3.029,3.511,78.0,9.294,9.294,90.0,10.8,10.8,92.0,10.871,10.871,83.333,10.431,10.431
113100,Hospital Barros Luco Trudeau,1.638,1.033,1.033,1.546,1.0,1.0,1.418,1.0,1.0,41.476,1.0,1.0,45.333,1.007,1.007,32.5,1.0,1.0,24.643,1.0,1.0
113130,Hospital Exequiel González Cortés,1.962,1.872,1.872,1.952,1.928,1.952,2.345,2.316,2.316,66.3,4.912,4.912,60.0,5.125,5.125,52.5,5.437,5.437,18.75,3.023,3.023
113180,Hospital Sanatorio El Pino,1.176,1.072,1.072,1.325,1.191,1.191,1.237,1.153,1.153,48.148,2.154,2.154,34.138,2.082,2.082,50.207,2.114,2.114,37.161,1.844,1.844
114101,Hospital Sótero del Río,1.341,1.0,1.0,1.569,1.0,1.0,1.43,1.0,1.0,38.294,1.0,1.0,40.421,1.0,1.0,54.734,1.0,1.0,46.296,1.0,1.0
114103,Hospital Padre Alberto Hurtado,1.294,1.107,1.107,1.407,1.149,1.149,1.345,1.149,1.149,44.087,1.512,1.512,43.796,1.495,1.495,47.306,1.565,1.565,41.302,1.447,1.447
115100,Hospital de Rancagua,1.745,1.498,1.498,1.6,1.381,1.381,1.838,1.504,1.504,35.0,1.673,1.673,44.8,1.567,1.567,25.455,1.406,1.406,18.929,1.004,1.004
115107,Hospital San Fernando,1.176,1.152,1.176,1.103,1.009,1.103,1.166,1.136,1.166,33.0,3.578,3.578,38.571,3.598,3.598,39.429,3.816,3.816,40.625,4.125,4.125
116100,Hospital de Curicó,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.447,1.442,1.442,29.0,1.591,1.591,28.633,1.544,1.544,30.0,1.719,1.719
116105,Hospital de Talca,1.519,1.22,1.22,1.593,1.357,1.357,1.531,1.259,1.259,49.356,1.315,1.315,45.206,1.169,1.169,49.459,1.123,1.123,36.538,1.091,1.091
116108,Hospital de Linares,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.682,2.164,2.164,27.0,2.267,2.267,38.0,2.302,2.302,30.357,2.39,2.39
117101,Hospital de Chillán,1.448,1.147,1.147,1.47,1.197,1.197,1.61,1.237,1.237,47.667,1.642,1.642,40.0,1.618,1.618,45.0,1.589,1.589,33.333,1.426,1.426
117102,Hospital de San Carlos,1.15,1.0,1.15,1.233,1.0,1.233,1.171,1.125,1.171,5.385,1.735,1.735,2.783,1.26,1.26,2.391,1.238,1.238,9.0,2.125,2.125
118100,Hospital Guillermo Grant Benavente,1.595,1.0,1.0,1.82,1.0,1.0,1.65,1.0,1.0,8.479,1.0,1.0,9.6,1.0,1.0,4.945,1.0,1.0,19.348,1.0,1.0
118105,Hospital de Coronel,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.593,1.0,1.0,1.067,1.0,1.0,1.852,1.0,1.0,1.786,1.0,1.0
119100,Hospital de Las Higueras,1.396,1.177,1.177,1.507,1.236,1.236,1.418,1.174,1.174,46.583,1.532,1.532,53.077,1.545,1.545,46.0,1.505,1.505,51.042,1.442,1.442
120101,Hospital de Los Ángeles,1.324,1.096,1.096,1.41,1.071,1.071,1.369,1.085,1.085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
121109,Hospital de Temuco,1.283,1.014,1.014,1.367,1.0,1.0,1.305,1.0,1.0,51.333,1.093,1.093,49.714,1.021,1.021,30.0,1.137,1.137,35.0,1.263,1.263
122100,Hospital de Valdivia,1.432,1.214,1.214,1.444,1.19,1.19,1.394,1.155,1.155,47.029,1.555,1.555,52.5,1.523,1.523,34.167,1.575,1.575,26.875,1.379,1.379
123100,Hospital de Osorno,1.664,1.302,1.302,1.667,1.455,1.455,1.631,1.425,1.425,45.094,1.924,1.924,43.75,1.944,1.944,49.943,1.852,1.852,33.621,1.575,1.575
124105,Hospital de Puerto Montt,1.786,1.445,1.445,1.937,1.352,1.352,1.761,1.316,1.316,61.135,1.602,1.602,5.113,1.0,1.0,3.78,1.099,1.099,33.5,1.311,1.311
125100,Hospital de Coyhaique,2.463,1.974,1.974,2.357,1.606,1.606,2.373,1.74,1.74,94.25,3.793,3.793,60.9,3.535,3.535,80.409,3.411,3.411,50.526,2.966,2.966
126100,Hospital Regional de Punta Arenas,2.329,1.886,1.886,2.374,1.929,1.929,2.319,1.941,1.941,78.0,2.996,2.996,90.75,3.255,3.255,91.636,2.974,2.974,94.444,3.621,3.621
129100,Hospital de Angol,1.451,1.423,1.451,1.442,1.342,1.442,1.496,1.489,1.496,7.636,2.114,2.114,7.0,3.065,3.065,7.222,3.298,3.298,3.571,1.038,1.038
129106,Hospital de Victoria,1.668,1.636,1.636,1.66,1.583,1.66,1.704,1.686,1.704,28.0,4.647,4.647,18.0,4.507,4.507,10.833,4.731,4.731,9.0,2.493,2.493
133150,Hospital de Castro,1.75,1.65,1.65,1.767,1.729,1.729,1.995,1.88,1.88,23.8,3.248,3.248,24.0,3.855,3.855,31.667,3.826,3.826,15.0,2.723,2.723
