hospital_id,hospital_name,2014_te_crs,2014_te_vrs,2014_te_nirs,2015_te_crs,2015_te_vrs,2015_te_nirs,2016_te_crs,2016_te_vrs,2016_te_nirs,2017_te_crs,2017_te_vrs,2017_te_nirs,2018_te_crs,2018_te_vrs,2018_te_nirs,2019_te_crs,2019_te_vrs,2019_te_nirs,2020_te_crs,2020_te_vrs,2020_te_nirs
106103,Hospital Claudio Vicuña,1.076,1.0,1.076,1.01,1.0,1.01,1.156,1.003,1.156,37.143,4.175,4.175,36.25,4.052,4.053,51.615,5.186,5.186,48.0,5.724,5.724
107100,Hospital Dr. Gustavo Fricke,1.158,1.097,1.097,1.093,1.02,1.02,1.177,1.075,1.075,50.211,1.476,1.476,54.016,1.406,1.406,56.118,1.414,1.414,55.44,1.542,1.542
107101,Hospital de Quillota,1.039,1.03,1.03,1.103,1.085,1.103,1.262,1.25,1.25,36.833,2.885,2.885,38.571,2.906,2.906,37.238,2.898,2.898,40.909,2.714,2.714
107102,Hospital de Quilpué,1.596,1.576,1.576,1.812,1.697,1.812,1.734,1.702,1.734,24.5,3.646,3.646,41.25,4.502,4.502,37.5,4.62,4.62,30.0,4.027,4.027
108100,Hospital San Camilo de San Felipe,1.0,1.0,1.0,1.055,1.038,1.055,1.025,1.019,1.019,29.25,2.425,2.425,23.571,2.667,2.667,30.0,2.541,2.541,23.077,2.584,2.584
108101,Hospital San Juan de Dios (Los Andes),1.0,1.0,1.0,1.029,1.0,1.029,1.0,1.0,1.0,22.286,2.268,2.268,18.409,2.445,2.445,26.286,2.677,2.677,22.917,2.734,2.734
109100,Hospital San José,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.373,1.0,1.0,22.95,1.0,1.0,26.755,1.0,1.0,19.333,1.0,1.0
109101,Hospital Roberto del Río,2.136,1.835,1.835,2.182,1.955,1.955,2.412,2.042,2.042,75.214,3.429,3.429,48.984,3.403,3.403,76.622,3.171,3.171,60.714,4.935,4.935
110100,Hospital San Juan de Dios (Santiago),1.091,1.0,1.0,1.093,1.0,1.0,1.113,1.0,1.0,34.878,1.02,1.02,36.494,1.022,1.022,33.55,1.0,1.0,33.778,1.0,1.0
110120,Hospital Félix Bulnes Cerda,1.709,1.581,1.581,1.594,1.572,1.572,1.529,1.365,1.365,40.083,1.807,1.807,52.031,2.065,2.065,9.5,1.876,1.876,38.0,1.691,1.691
110150,Hospital de Melipilla,1.333,1.0,1.333,1.332,1.294,1.332,1.498,1.491,1.498,36.0,3.465,3.465,28.636,4.691,4.691,55.2,5.352,5.352,11.25,2.458,2.458
111100,Hospital Clínico San Borja Arriarán,1.437,1.192,1.192,1.549,1.246,1.246,1.417,1.125,1.125,37.545,1.248,1.248,49.6,1.275,1.275,33.889,1.358,1.358,32.0,1.571,1.571
111101,Hospital El Carmen de Maipú,3.882,3.757,3.757,1.917,1.728,1.728,1.804,1.487,1.487,41.125,1.691,1.691,49.143,1.669,1.669,32.857,1.646,1.646,27.222,1.446,1.446
111195,Hospital de Urgencia Asistencia Pública,2.966,2.297,2.297,3.189,2.49,2.49,2.813,2.217,2.217,53.667,3.402,3.402,35.0,3.26,3.26,21.111,3.16,3.16,21.875,1.635,1.635
112100,Hospital Del Salvador de Santiago,1.102,1.044,1.044,1.0,1.0,1.0,1.674,1.612,1.612,41.167,1.937,1.937,47.432,1.959,1.959,42.714,1.677,1.677,44.792,1.729,1.729
112101,Hospital Santiago Oriente Luis Tisne,1.0,1.0,1.0,1.0,1.0,1.0,1.059,1.044,1.044,40.658,2.411,2.411,34.557,2.401,2.401,45.523,2.394,2.394,37.088,2.045,2.045
112102,Hospital Luis Calvo Mackena,1.399,1.366,1.366,1.326,1.326,1.326,1.392,1.347,1.347,52.765,2.893,2.893,63.507,2.985,2.985,60.845,2.911,2.911,78.0,3.782,3.782
112103,Hospital del Tórax,1.275,1.187,1.275,1.378,1.353,1.378,1.271,1.167,1.271,48.874,4.869,4.869,42.718,4.167,4.167,44.494,4.306,4.306,57.6,5.448,5.448
112104,Instituto de Neurocirugía,2.22,1.939,2.22,2.326,2.27,2.326,2.191,1.772,2.191,66.25,7.221,7.221,70.808,7.545,7.545,75.0,7.935,7.935,83.333,10.431,10.431
113100,Hospital Barros Luco Trudeau,1.384,1.033,1.033,1.347,1.0,1.0,1.346,1.0,1.0,41.476,1.0,1.0,45.333,1.006,1.006,32.5,1.0,1.0,24.643,1.0,1.0
113130,Hospital Exequiel González Cortés,1.561,1.553,1.561,1.558,1.534,1.558,1.794,1.778,1.794,61.432,4.128,4.128,60.0,4.565,4.565,52.5,4.942,4.942,18.75,3.023,3.023
113180,Hospital Sanatorio El Pino,1.206,1.166,1.166,1.21,1.161,1.161,1.264,1.168,1.168,48.148,2.263,2.263,35.217,2.301,2.301,52.867,2.308,2.308,37.161,1.875,1.875
114101,Hospital Sótero del Río,1.081,1.0,1.0,1.337,1.0,1.0,1.203,1.0,1.0,38.294,1.0,1.0,40.421,1.0,1.0,54.734,1.0,1.0,46.296,1.0,1.0
114103,Hospital Padre Alberto Hurtado,1.324,1.239,1.239,1.431,1.296,1.296,1.397,1.202,1.202,44.087,1.572,1.572,43.796,1.625,1.625,47.306,1.707,1.707,41.302,1.448,1.448
115100,Hospital de Rancagua,1.408,1.314,1.314,1.372,1.262,1.262,1.56,1.368,1.368,35.0,1.602,1.602,44.8,1.467,1.467,25.455,1.357,1.357,18.929,1.004,1.004
115107,Hospital San Fernando,1.191,1.151,1.191,1.157,1.015,1.157,1.161,1.09,1.161,33.0,3.639,3.639,38.571,3.859,3.859,39.429,4.015,4.015,40.625,4.125,4.125
116100,Hospital de Curicó,1.0,1.0,1.0,1.0,1.0,1.0,1.003,1.0,1.0,25.447,1.442,1.442,29.0,1.591,1.591,28.633,1.544,1.544,30.0,1.719,1.719
116105,Hospital de Talca,1.279,1.14,1.14,1.349,1.192,1.192,1.349,1.104,1.104,49.356,1.231,1.231,44.686,1.076,1.076,49.459,1.087,1.087,36.538,1.05,1.05
116108,Hospital de Linares,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.682,2.255,2.255,27.0,2.415,2.415,38.0,2.515,2.515,30.357,2.556,2.556
117101,Hospital de Chillán,1.352,1.172,1.172,1.393,1.204,1.204,1.529,1.258,1.258,47.667,1.664,1.664,40.0,1.623,1.623,45.0,1.62,1.62,33.333,1.466,1.466
117102,Hospital de San Carlos,1.15,1.0,1.15,1.232,1.0,1.232,1.171,1.125,1.171,5.385,1.735,1.735,2.783,1.26,1.26,2.391,1.238,1.238,9.0,2.125,2.125
118100,Hospital Guillermo Grant Benavente,1.301,1.0,1.0,1.412,1.0,1.0,1.323,1.0,1.0,8.479,1.0,1.0,9.6,1.0,1.0,4.945,1.0,1.0,19.348,1.0,1.0
118105,Hospital de Coronel,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.593,1.0,1.0,1.067,1.0,1.0,1.852,1.0,1.0,1.786,1.0,1.0
119100,Hospital de Las Higueras,1.195,1.126,1.126,1.355,1.274,1.274,1.289,1.16,1.16,46.583,1.503,1.503,53.077,1.513,1.513,46.0,1.468,1.468,51.042,1.449,1.449
120101,Hospital de Los Ángeles,1.287,1.204,1.204,1.337,1.245,1.245,1.368,1.206,1.206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
121109,Hospital de Temuco,1.064,1.0,1.0,1.068,1.0,1.0,1.1,1.0,1.0,44.079,1.037,1.037,44.802,1.0,1.0,30.0,1.034,1.034,35.0,1.223,1.223
122100,Hospital de Valdivia,1.286,1.19,1.19,1.241,1.174,1.174,1.263,1.159,1.159,47.029,1.542,1.542,50.86,1.532,1.532,34.167,1.557,1.557,26.875,1.379,1.379
123100,Hospital de Osorno,1.559,1.295,1.295,1.586,1.428,1.428,1.55,1.381,1.381,45.094,1.927,1.927,43.75,1.957,1.957,49.943,1.889,1.889,33.621,1.578,1.578
124105,Hospital de Puerto Montt,1.552,1.465,1.465,1.594,1.382,1.382,1.537,1.317,1.317,60.373,1.629,1.629,5.113,1.0,1.0,3.78,1.105,1.105,33.5,1.344,1.344
125100,Hospital de Coyhaique,2.314,1.881,1.881,2.247,1.623,1.623,2.403,1.756,1.756,94.25,3.937,3.937,60.9,3.594,3.594,80.409,3.411,3.411,50.526,2.966,2.966
126100,Hospital Regional de Punta Arenas,2.109,1.9,1.9,1.987,1.873,1.873,1.958,1.814,1.814,71.67,2.803,2.803,78.833,2.958,2.958,85.023,2.839,2.839,88.521,3.405,3.405
129100,Hospital de Angol,1.543,1.491,1.543,1.451,1.398,1.451,1.586,1.577,1.577,7.636,2.241,2.241,7.0,3.077,3.077,7.222,3.326,3.326,3.571,1.038,1.038
129106,Hospital de Victoria,1.596,1.581,1.581,1.695,1.555,1.695,1.799,1.757,1.799,28.0,4.735,4.735,18.0,4.518,4.518,10.833,4.826,4.826,9.0,2.493,2.493
133150,Hospital de Castro,1.663,1.612,1.612,1.751,1.729,1.729,1.783,1.769,1.769,23.8,3.248,3.248,24.0,3.855,3.855,31.667,3.826,3.826,15.0,2.723,2.723
